Country_ID,NUTS_ID,Sector_ID,ets_emis_t,type,major
IT,ITF4,C24,4351958,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITF5,C23,437663,"Home-market, low-trade (CBAM ~neutral)",TRUE
IT,ITF5,C24,49240,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITF6,C19-C20,662920,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITF6,C23,167602,"Home-market, low-trade (CBAM ~neutral)",TRUE
IT,ITG1,C19-C20,5625561,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITG1,C23,963645,"Home-market, low-trade (CBAM ~neutral)",TRUE
IT,ITG1,C24,16397,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITG2,C19-C20,29394,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITG2,C23,311527,"Home-market, low-trade (CBAM ~neutral)",TRUE
IT,ITG2,C24,183384,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITH2,C23,148466,"Home-market, low-trade (CBAM ~neutral)",TRUE
IT,ITH2,C24,30788,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITH3,C19-C20,377868,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITH3,C23,1804180,"Home-market, low-trade (CBAM ~neutral)",TRUE
IT,ITH3,C24,481545,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITH4,C19-C20,0,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITH4,C23,652747,"Home-market, low-trade (CBAM ~neutral)",TRUE
IT,ITH4,C24,643137,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITH5,C19-C20,204700,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITH5,C23,2667297,"Home-market, low-trade (CBAM ~neutral)",TRUE
IT,ITH5,C24,271019,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITI1,C19-C20,284339,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITI1,C23,742230,"Home-market, low-trade (CBAM ~neutral)",TRUE
IT,ITI1,C24,69586,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITI2,C23,647528,"Home-market, low-trade (CBAM ~neutral)",TRUE
