Country_ID,NUTS_ID,Sector_ID,ets_emis_t,type,major
IT,ITI2,C24,306687,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITI3,C19-C20,435468,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITI3,C23,0,"Home-market, low-trade (CBAM ~neutral)",TRUE
IT,ITI3,C24,70287,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITI4,C19-C20,30551,"Home-market, import-protected (CBAM shields)",TRUE
IT,ITI4,C23,890317,"Home-market, low-trade (CBAM ~neutral)",TRUE
IT,ITI4,C24,28009,"Home-market, import-protected (CBAM shields)",TRUE
LT,LT01,C23,49235,"Home-market, import-protected (CBAM shields)",FALSE
LT,LT02,C19-C20,3009655,Export-exposed (CBAM no help abroad),TRUE
LT,LT02,C23,817746,"Home-market, import-protected (CBAM shields)",FALSE
LU,LU00,C23,394535,"Home-market, low-trade (CBAM ~neutral)",FALSE
LU,LU00,C24,350404,"Home-market, low-trade (CBAM ~neutral)",TRUE
LV,LV00,C23,783980,"Home-market, low-trade (CBAM ~neutral)",FALSE
LV,LV00,C24,1,Net importer (CBAM = cost),FALSE
NL,NL11,C19-C20,1390,"Home-market, low-trade (CBAM ~neutral)",TRUE
NL,NL11,C23,135418,"Home-market, low-trade (CBAM ~neutral)",TRUE
NL,NL11,C24,21,"Home-market, import-protected (CBAM shields)",TRUE
NL,NL22,C23,65955,"Home-market, low-trade (CBAM ~neutral)",TRUE
NL,NL31,C23,9825,"Home-market, low-trade (CBAM ~neutral)",TRUE
NL,NL32,C24,4543687,"Home-market, import-protected (CBAM shields)",TRUE
NL,NL33,C19-C20,7529618,"Home-market, low-trade (CBAM ~neutral)",TRUE
NL,NL33,C23,98712,"Home-market, low-trade (CBAM ~neutral)",TRUE
NL,NL33,C24,9236,"Home-market, import-protected (CBAM shields)",TRUE
NL,NL34,C19-C20,7428456,"Home-market, low-trade (CBAM ~neutral)",TRUE
NL,NL34,C24,63676,"Home-market, import-protected (CBAM shields)",TRUE
NL,NL41,C19-C20,2258074,"Home-market, low-trade (CBAM ~neutral)",TRUE
NL,NL41,C23,319064,"Home-market, low-trade (CBAM ~neutral)",TRUE
NL,NL41,C24,18632,"Home-market, import-protected (CBAM shields)",TRUE
NL,NL42,C23,246773,"Home-market, low-trade (CBAM ~neutral)",TRUE
NL,NL42,C24,13528,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL21,C19-C20,562147,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL21,C23,45820,"Home-market, low-trade (CBAM ~neutral)",TRUE
PL,PL21,C24,353449,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL22,C19-C20,950850,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL22,C23,1349046,"Home-market, low-trade (CBAM ~neutral)",TRUE
PL,PL22,C24,3718104,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL41,C23,374552,"Home-market, low-trade (CBAM ~neutral)",TRUE
PL,PL41,C24,31409,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL42,C19-C20,462412,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL42,C23,0,"Home-market, low-trade (CBAM ~neutral)",TRUE
PL,PL43,C19-C20,8939,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL43,C23,100856,"Home-market, low-trade (CBAM ~neutral)",TRUE
PL,PL51,C19-C20,82987,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL51,C23,156583,"Home-market, low-trade (CBAM ~neutral)",TRUE
PL,PL51,C24,1026284,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL52,C19-C20,868696,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL52,C23,3155406,"Home-market, low-trade (CBAM ~neutral)",TRUE
PL,PL52,C24,10443,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL61,C19-C20,1298775,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL61,C23,1329563,"Home-market, low-trade (CBAM ~neutral)",TRUE
PL,PL62,C23,53998,"Home-market, low-trade (CBAM ~neutral)",TRUE
PL,PL63,C19-C20,2160470,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL63,C23,32004,"Home-market, low-trade (CBAM ~neutral)",TRUE
PL,PL71,C23,1924494,"Home-market, low-trade (CBAM ~neutral)",TRUE
PL,PL72,C23,4132364,"Home-market, low-trade (CBAM ~neutral)",TRUE
PL,PL72,C24,124698,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL81,C19-C20,1471776,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL81,C23,894700,"Home-market, low-trade (CBAM ~neutral)",TRUE
PL,PL82,C19-C20,97722,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL82,C23,248012,"Home-market, low-trade (CBAM ~neutral)",TRUE
PL,PL82,C24,38137,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL84,C23,4044,"Home-market, low-trade (CBAM ~neutral)",TRUE
PL,PL91,C23,10357,"Home-market, low-trade (CBAM ~neutral)",TRUE
PL,PL91,C24,66175,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL92,C19-C20,6621904,"Home-market, import-protected (CBAM shields)",TRUE
PL,PL92,C23,194388,"Home-market, low-trade (CBAM ~neutral)",TRUE
PT,PT11,C19-C20,0,"Home-market, import-protected (CBAM shields)",TRUE
PT,PT11,C23,207508,"Home-market, low-trade (CBAM ~neutral)",TRUE
PT,PT11,C24,50258,"Home-market, import-protected (CBAM shields)",TRUE
PT,PT15,C23,233746,"Home-market, low-trade (CBAM ~neutral)",TRUE
PT,PT16,C19-C20,97572,"Home-market, import-protected (CBAM shields)",TRUE
PT,PT16,C23,2111329,"Home-market, low-trade (CBAM ~neutral)",TRUE
PT,PT17,C19-C20,9824,"Home-market, import-protected (CBAM shields)",TRUE
PT,PT17,C23,1833505,"Home-market, low-trade (CBAM ~neutral)",TRUE
PT,PT17,C24,89697,"Home-market, import-protected (CBAM shields)",TRUE
PT,PT18,C19-C20,2371202,"Home-market, import-protected (CBAM shields)",TRUE
PT,PT18,C23,340616,"Home-market, low-trade (CBAM ~neutral)",TRUE
RO,RO11,C23,960694,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO11,C24,53718,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO12,C19-C20,3850,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO12,C23,857949,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO12,C24,2034,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO21,C19-C20,3304,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO21,C23,568441,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO21,C24,26452,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO22,C19-C20,835562,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO22,C23,939289,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO22,C24,1434726,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO31,C19-C20,839535,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO31,C23,1960650,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO31,C24,109325,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO32,C23,72838,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO32,C24,0,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO41,C19-C20,16906,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO41,C23,58299,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO41,C24,229396,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO42,C23,686681,"Home-market, import-protected (CBAM shields)",TRUE
RO,RO42,C24,61810,"Home-market, import-protected (CBAM shields)",TRUE
SE,SE11,C19-C20,100999,Export-exposed (CBAM no help abroad),TRUE
SE,SE12,C19-C20,5349,Export-exposed (CBAM no help abroad),TRUE
SE,SE12,C23,217794,"Home-market, low-trade (CBAM ~neutral)",TRUE
SE,SE12,C24,1662720,Export-exposed (CBAM no help abroad),TRUE
SE,SE21,C23,1473151,"Home-market, low-trade (CBAM ~neutral)",TRUE
SE,SE22,C19-C20,76056,Export-exposed (CBAM no help abroad),TRUE
SE,SE22,C23,58896,"Home-market, low-trade (CBAM ~neutral)",TRUE
SE,SE22,C24,176408,Export-exposed (CBAM no help abroad),TRUE
SE,SE23,C19-C20,2551800,Export-exposed (CBAM no help abroad),TRUE
SE,SE23,C23,437073,"Home-market, low-trade (CBAM ~neutral)",TRUE
SE,SE23,C24,153599,Export-exposed (CBAM no help abroad),TRUE
SE,SE31,C23,165558,"Home-market, low-trade (CBAM ~neutral)",TRUE
SE,SE31,C24,293280,Export-exposed (CBAM no help abroad),TRUE
SE,SE32,C19-C20,0,Export-exposed (CBAM no help abroad),TRUE
SE,SE32,C23,31154,"Home-market, low-trade (CBAM ~neutral)",TRUE
SE,SE32,C24,210920,Export-exposed (CBAM no help abroad),TRUE
SE,SE33,C23,91775,"Home-market, low-trade (CBAM ~neutral)",TRUE
SE,SE33,C24,3756693,Export-exposed (CBAM no help abroad),TRUE
SI,SI03,C19-C20,0,Net importer (CBAM = cost),FALSE
SI,SI03,C23,78383,"Home-market, import-protected (CBAM shields)",FALSE
SI,SI03,C24,172174,"Home-market, import-protected (CBAM shields)",TRUE
SI,SI04,C23,761684,"Home-market, import-protected (CBAM shields)",FALSE
SI,SI04,C24,72758,"Home-market, import-protected (CBAM shields)",TRUE
SK,SK01,C19-C20,1408734,"Home-market, import-protected (CBAM shields)",FALSE
SK,SK01,C23,868379,"Home-market, low-trade (CBAM ~neutral)",FALSE
SK,SK02,C19-C20,794426,"Home-market, import-protected (CBAM shields)",FALSE
SK,SK02,C23,842847,"Home-market, low-trade (CBAM ~neutral)",FALSE
SK,SK02,C24,0,"Home-market, low-trade (CBAM ~neutral)",TRUE
SK,SK03,C23,443870,"Home-market, low-trade (CBAM ~neutral)",FALSE
SK,SK03,C24,96071,"Home-market, low-trade (CBAM ~neutral)",TRUE
SK,SK04,C19-C20,14414,"Home-market, import-protected (CBAM shields)",FALSE
SK,SK04,C23,734518,"Home-market, low-trade (CBAM ~neutral)",FALSE
SK,SK04,C24,12774,"Home-market, low-trade (CBAM ~neutral)",TRUE
