NUTS_ID,Country_ID,osm_banks,osm_share,ecb_offices,ecb_year,branches_cal,pop,branches_per10k,iubk,iubk_src,access_draft
RO22,RO,339,0.11421832884097036,3288,2025,375.54986522911054,2331165,1.6109964984422405,26.19,nuts2,0.8780082792839009
RO31,RO,345,0.11623989218328841,3288,2025,382.19676549865227,2825694,1.3525766254189315,30.26,nuts2,0.8664443327124117
RO32,RO,629,0.21192722371967654,3288,2025,696.8167115902964,2313455,3.0120175736735595,49.8,nuts2,0.6573906807237784
RO41,RO,257,0.08659029649595687,3288,2025,284.7088948787062,1848028,1.5406092054812275,17.79,nuts2,0.9338373843862854
RO42,RO,313,0.10545822102425877,3288,2025,346.7466307277628,1671030,2.0750473105076677,31.96,nuts2,0.817651264447961
SE11,SE,105,0.15195369030390737,1258,2025,191.15774240231548,2473307,0.7728831980919291,82.22,nuts2,0.5748414834916846
SE12,SE,95,0.13748191027496381,1258,2025,172.9522431259045,1771433,0.9763408671166479,79.2,nuts2,0.5828023559396526
SE21,SE,69,0.09985528219971057,1258,2025,125.6179450072359,880683,1.426369590502325,80.24,nuts2,0.5525264791304203
SE22,SE,123,0.17800289435600578,1258,2025,223.92764109985526,1585849,1.4120363357410148,83.14,nuts2,0.5352974562527734
SE23,SE,130,0.18813314037626627,1258,2025,236.67149059334298,2117895,1.1174845334322192,83.48,nuts2,0.548782464999445
SE31,SE,65,0.09406657018813314,1258,2025,118.33574529667149,854488,1.3848731087700645,81,nuts2,0.5500092976733424
SE32,SE,40,0.05788712011577424,1258,2025,72.82199710564399,374297,1.9455672128188042,86.08,nuts2,0.48881573623538765
SE33,SE,64,0.09261939218523878,1258,2025,116.51519536903038,529758,2.1994041688663573,83.28,nuts2,0.49274487340631123
SI03,SI,176,0.5176470588235295,365,2025,188.94117647058826,1113731,1.6964704804893485,63.73,nuts2,0.6406336610291918
SI04,SI,164,0.4823529411764706,365,2025,176.05882352941177,1017119,1.7309559995380261,67.69,nuts2,0.6142452466506515
SK01,SK,172,0.18181818181818182,850,2025,154.54545454545456,736385,2.098704543757064,80.05,nuts2,0.5181107683502124
SK02,SK,322,0.3403805496828753,850,2025,289.323467230444,1797072,1.609971482669832,57.23,nuts2,0.6855306009295685
SK03,SK,205,0.2167019027484144,850,2025,184.19661733615223,1297187,1.4199696523026537,57.56,nuts2,0.6935426349080949
SK04,SK,247,0.26109936575052856,850,2025,221.93446088794929,1588807,1.396862305415002,57.74,nuts2,0.6936494789779795
HR04,HR,495,0.6242118537200504,792,2025,494.3757881462799,2551868,1.9373094068591317,65.81,nuts1,0.6149817322229452
