lat,lon
35.5020205,12.6083048
35.504657,12.6113253
39.1099907,8.3729378
39.0040621,8.6431854
38.96796,8.7734825
38.9435518,8.864399
39.0066955,9.0019157
39.0100507,9.0027229
39.2128406,8.4652087
39.167131,8.5260518
39.1668414,8.5267734
39.1687409,8.5261259
39.1681343,8.5241377
39.0706919,8.6324128000000009
39.0932089,8.7144823
39.1604766,8.6130314
39.167731,8.6768265
39.2643164,8.470959
39.3113311,8.5331344
39.3126765,8.5356871
39.3126241,8.5374112
39.3943287,8.4032538
39.4412282,8.4955169
39.2769053,8.6411038
39.3014362,8.6700135
39.3211184,8.6511902
39.3000918,8.8068245
39.3638777,8.7950153
39.0633321,9.011487
39.1731952,8.977866
39.2173159,9.1087278
39.2108511,9.119695
39.2117207,9.117717
39.209243,9.1210395
39.2095963,9.1204213
39.2084782,9.1223229
39.2165699,9.1130474
39.2153633,9.1117094
39.2167426,9.1119904
39.2169317,9.1126536
39.2160179,9.111755
39.2177738,9.1211696
39.2195859,9.1221573
39.2234641,9.1020176
39.223913,9.1011697
39.2327595,9.0974771
39.2322078,9.0980093
39.222573,9.1224753
39.1981908,9.1484765
39.2083324,9.1232109
39.2090777,9.1232295
39.208268,9.1334679
39.21993,9.1232263
39.2181547,9.128125
39.2158605,9.1290513
39.2170946,9.1258899
39.2158244,9.1299349
39.2197918,9.1300479
39.2192674,9.1292612
39.2255068,9.1234864000000009
39.2231194,9.1241321
39.2223672,9.126581
39.2234539,9.1237579
39.2231204,9.1237539
39.2248456,9.1289282
39.2255188,9.1294315
39.2276146,9.1268348
39.2266605,9.1250534
39.2851464,9.0107182
39.3116494,8.924957
39.2877109,8.9599905
39.3356193,8.916659
39.2927798,8.994175
39.3132688,8.9689946
39.3798635,8.9416812
39.4226966,8.9217482
39.423154,8.9211465
39.4232945,8.9213162
39.2375664,9.0949027
39.236456,9.099777
39.2359888,9.1086662
39.234766,9.1116504
39.2414052,9.1208572
39.2512898,9.1070131
39.2511968,9.106455
39.2490486,9.1083312
39.2524905,9.1032754
39.3007415,9.0933522
39.2344643,9.1234696
39.2385958,9.1254772
39.246231,9.1315189
39.2461916,9.1293627999999991
39.2459827,9.1309462
39.2469981,9.1311909
39.2552195,9.1395329
39.2522177,9.1641555
39.2527181,9.1728947
39.2546013,9.1671968
39.2540729,9.1648534
39.2712205,9.1267168
39.2418937,9.1800993
39.241565,9.1794643
39.2430299,9.1797926
39.2406649,9.178322
39.2416576,9.1763601
39.2417237,9.1786523
39.2410744,9.1844804
39.2404239,9.2033432
39.2885701,9.1880191
39.2978856,9.2053349
39.3005401,9.2061629
39.3018309,9.2039486
39.3927868,9.0783053
39.3732386,9.156941
39.347022,9.1820764
