lat,lon
48.1414111,17.091367
48.1418017,17.089169
48.1418519,17.0894828
48.1171411,17.0976967
48.1159516,17.1049886
48.1217493,17.1018744
48.1208987,17.1020812
48.1241166,17.1113618
48.1235063,17.1098253
48.1323583,17.1085885
48.1324697,17.108665
48.1296808,17.1060809
48.130818,17.1082797
48.1323185,17.109107
48.1322816,17.1091643
48.1310169,17.1072257
48.1301896,17.1149613
48.1275492,17.1153647
48.1405756,17.0950958
48.1406963,17.0957848
48.1337245,17.1056247
48.1337481,17.1056095
48.1331779,17.1067196
48.1337685,17.1057082
48.1455279,17.1085598
48.1451905,17.1108928
48.1408907,17.1095046
48.1450064,17.1127838
48.1440894,17.1131709
48.1433428,17.1134534
48.1444621,17.114742
48.1445105,17.1136958
48.129536,17.1184675
48.1400897,17.1236689
48.1443091,17.1237349
48.1398842,17.1235714
48.1398772,17.1240212
48.1398772,17.1240791
48.1450302,17.120546
48.1403434,17.1203376
48.1399982,17.123306
48.1402647,17.1193887
48.1402321,17.1216028
48.1402828,17.1216094
48.1460155,17.1266083
48.1398018,17.1259219
48.1447136,17.1429492
48.1298171,17.17319
48.1863874,17.0383652
48.1534441,17.0601968
48.1622143,17.0494616
48.205777,17.0325254
48.2065385,17.0327085
48.2058172,17.0340693
48.205114,17.0336007
48.2054636,17.034447
48.1489378,17.1035212
48.1466982,17.1096683
48.1462455,17.1077992
48.1485324,17.1067123
48.1483508,17.1087002
48.1491312,17.109868
48.1500458,17.1115198
48.1558338,17.1084645
48.1645516,17.0962588
48.1650421,17.0955035
48.151811,17.1292704
48.1471672,17.1253735
48.1470071,17.1298679
48.1471123,17.1289682
48.146519,17.1278791
48.146503,17.1280499
48.1469424,17.1299277
48.152733,17.1207631
48.1590042,17.1207793
48.1567276,17.1266348
48.1564367,17.126256
48.156642,17.12968
48.1569833,17.1304171
48.1570095,17.1302281
48.157045,17.1305158
48.1572871,17.1306223
48.1525254,17.1417381
48.1463071,17.1384791
48.1536172,17.1354675
48.1557349,17.1422774
48.1700423,17.1293193
48.1699964,17.1289809
48.1692313,17.1397305
48.1688121,17.13921
48.1689563,17.1396273
48.1675939,17.140484
48.1686318,17.1397163
48.1677953,17.1395759
48.168188,17.1390382
48.1680878,17.1393065
48.1681004,17.1398865
48.1682147,17.1398003
48.1681132,17.1396845
48.1581388,17.1560911
48.1573784,17.1555203
48.1582298,17.1560762
48.1516938,17.1574502
48.1518505,17.157419
48.1489905,17.166566
48.1500106,17.1666084
48.1500753,17.1676572
48.1500805,17.1677628
48.1530736,17.1653745
48.1704805,17.147394
48.1597588,17.1613212
48.165416,17.1821176
48.1652383,17.1820733
48.1655532,17.182256
48.1651424,17.1820184
48.1650773,17.1815193
48.1653319,17.1814133
48.1653544,17.1822609
48.2076333,17.1495805
48.2113409,17.1548009
48.2116531,17.1549285
48.0276516,17.30942
48.0273664,17.3093744
48.026848,17.3102662
48.026648,17.3119323
48.0287548,17.3082371
48.0868284,17.2562326
48.1249085,17.2105763
48.1364808,17.2094739
48.1338748,17.206182
48.1343412,17.2053234
48.1343081,17.2063749
48.1340082,17.205534
48.1334721,17.2042948
48.1370767,17.2139439
48.1898947,17.2549797
48.1888859,17.2556198
48.1874413,17.2559658
48.2018343,17.2014747
48.219446,17.3959366
48.2195105,17.3994984
48.221626,17.3998059
48.21817,17.4029089
48.2219251,17.4007175
48.2193968,17.4004773
48.2189735,17.4007197
48.2189359,17.4016818
48.051167,17.4580263
47.7585622,18.126426
47.7587561,18.1260861
47.7590592,18.1247983
47.7585646,18.1250544
47.7583297,18.1268425
47.7584428,18.1250176
47.7580925,18.1248441
47.7580449,18.1252674
47.7586356,18.1263533
47.7609563,18.1196676
47.761429,18.1265437
47.7600283,18.1220186
47.7617197,18.1326525
47.7628809,18.1279168
47.7628923,18.1277917
47.7626553,18.1278177
47.8558595,17.771909
47.8573293,17.7689735
47.8552219,17.7736684
47.9934363,17.6165479
47.9941513,17.6182996
47.993746,17.6166455
47.9916455,17.6201049
48.0143064,17.8058062
47.9191489,17.9955118
47.9147052,17.9997604
47.9181135,17.9964988
48.2030097,17.6391776
48.1904271,17.7255051
48.1902106,17.7243613
48.1884697,17.7267122
48.1914064,17.7256284
48.1895004,17.7276262
48.1902569,17.7290435
48.1918108,17.7315004
48.1902075,17.7293133
48.1485783,17.8697656
48.1502237,17.8734098
48.14978,17.87376
48.1489967,17.8725612
48.1503127,17.8735802
48.1498845,17.8728085
48.1494895,17.8734193
48.1502529,17.8734688
