lat,lon
60.0991688,19.9417488
60.1013411,19.9419789
60.1003645,19.9420155
60.2307754,19.9886719
59.8246532,22.9646336
59.8258113,22.9660535
59.9764144,23.4392681
59.9768988,23.4395691
59.9769284,23.4438552
60.1298564,20.6671282
60.5609578,21.6153759
60.7997542,21.4081174
60.8001894,21.4132873
60.7994124,21.4115608
60.6865181,21.7137129
60.8806264,21.6946292
61.1284594,21.5060256
61.1282303,21.5060871
61.1302007,21.5067524
61.1301207,21.5075398
61.2017012,21.728468
61.2021149,21.7297908
61.3608717,21.624002
61.4774777,21.7567096
61.4845166,21.796918
61.4827378,21.7967301
61.4871145,21.7981485
61.4949279,21.8014389
60.3017632,22.3018406
60.3008474,22.3015713
60.300781,22.3037154
60.467504,22.0221393
60.4676295,22.0250736
60.4857826,22.1642149
60.4866029,22.165483300000002
60.491098,22.203275
60.5705829,22.0961672
60.5542574,22.1151104
60.5985488,22.0843773
60.5409404,22.2212066
60.678701,21.9879752
60.6775402,21.9919349
60.4510292,22.2625374
60.4525592,22.2677886
60.4487135,22.2647863
60.4500512,22.2640899
60.4521955,22.2650108
60.4503587,22.2666294
60.4522819,22.2679517
60.4514322,22.2649865
60.4543432,22.268462
60.4158289,22.326124
60.4460973,22.323757
60.4245938,22.5162756
60.5045187,22.4577832
60.1644029,22.7284482
60.3867037,23.1271595
60.3869343,23.1277174
60.4560646,22.6885438
60.458346,22.6888311
60.458295,22.6888285
60.4897457,22.9870517
60.7026101,22.7561461
60.7794307,22.9253232
60.4362224,23.2772648
60.5210805,23.2221821
60.8034095,23.2820967
60.8038235,23.4843449
61.1011498,21.8454894
61.1308517,22.1279425
61.130735,22.1274561
61.129914,22.1315179
61.1299742,22.1402515
60.8789822,22.4110183
61.1180937,22.3075485
61.0462886,22.3459572
61.3660629,22.0029327
61.3143725,22.1445818
61.4738053,22.5569861
61.5964398,22.5889836
60.8562413,22.6959046
61.0266637,22.6879903
60.8594397,22.8787124
60.8507083,23.0522903
60.8567016,23.045785
60.8505388,23.0555958
60.8520369,23.058034
60.8515169,23.0565967
60.9523257,22.8638865
61.1759364,22.6986939
61.1774001,22.697797
61.3425408,22.9080553
61.3407447,22.9104271
61.342541,22.9083851
61.513262,23.0094493
61.5001129,23.090713
61.6387771,23.1980525
61.6680301,23.1772254
61.4756141,23.3430548
61.8611858,21.508595
61.8618137,21.5097553
62.2742915,21.3770154
62.2742769,21.3776705
62.2741776,21.3796466
62.4867317,21.7478037
62.9687655,21.1908013
63.0291264,21.8041242
63.0728579,21.6986847
63.0960682,21.6119633
63.0947877,21.6156994
63.0941625,21.6168576
63.0939292,21.6206005
63.0964008,21.61654
63.1001271,21.6335381
63.1029333,21.6468893
62.3563184,22.0598926
