lat,lon
35.2317824,23.6829742
35.2315523,23.6827787
35.2316767,23.6828839
35.2306746,23.6812018
35.4937101,23.657482
35.4666498,23.7995976
35.538325,23.78255
35.4065211,24.1997539
35.4517406,24.1741123
35.3617382,24.2597114
35.5110334,24.0106241
35.513617000000004,24.0179428
35.5133346,24.0182506
35.5139022,24.0172101
35.5135582,24.017027
35.5136795,24.0208107
35.5143633,24.0227219
35.5113122,24.024555
35.5139545,24.0215336
35.5123428,24.0189768
35.5117497,24.0309696
35.5311568,24.0762646
35.2173147,24.5357209
35.0509009,24.8748635
35.0504529,24.8770048
35.0511348,24.8756931
35.0504378,24.8770954
35.1364529,25.000682
35.2337925,25.1590836
35.366232,24.4772721
35.365418,24.4738922
35.3661032,24.4777803
35.3655588,24.4797358
35.3652547,24.4813691
35.3655244,24.4778345
35.365716,24.4785811
35.365219,24.480949
35.3668639,24.4713945
35.3685018,24.4753343
35.3669741,24.4742572
35.3665249,24.4793654
35.3642103,24.4854956
35.3643779,24.4881778
35.3645017,24.4865162
35.364453,24.4885034
35.3655541,24.5079451
35.3691291,24.7044814
35.3702345,24.7034644
35.2904226,24.885841
35.3308217,25.1114936
35.3293915,25.1184906
35.3357308,25.1186514
35.3380751,25.1246577
35.3389507,25.13256
35.3359865,25.1331949
35.3359821,25.133246
35.3398077,25.1337328
35.3380855,25.1356785
35.3360344,25.1334408
35.3403636,25.1336681
35.340577,25.1343024
35.3406038,25.133993
35.3412418,25.134345
35.3413901,25.1341995
35.3407839,25.1340566
35.3412581,25.1341788
35.3409948,25.1343153
35.3383454,25.1580756
35.3387774,25.1561497
35.338112,25.1605939
35.3384998,25.1598643
35.2091063,25.3362018
35.053831,25.409506
35.198332,25.488472
35.010057,25.7403653
35.0125589,25.7421675
35.0083647,25.7375348
35.0089512,25.7401413
35.0087399,25.7394529
35.0094693,25.7395902
35.1904616,25.7189444
35.190282,25.7189928
35.1907022,25.7200994
35.2587435,25.2374423
35.3301817,25.2569771
35.2835893,25.4600553
35.2839524,25.4630614
35.2843938,25.4643375
35.3130154,25.3962089
35.3137923,25.3956558
35.3174404,25.3916773
35.3172675,25.3908941
35.315127,25.3936598
35.3146573,25.3942188
35.0741792,26.1404125
35.2077814,26.1061626
35.2061021,26.1043694
35.2060263,26.1078431
35.2060607,26.1052486
36.3990516,25.4381772
36.4070041,25.435632
36.4177033,25.432065
36.4182123,25.4325918
39.4239403,20.0639093
39.623499700000004,19.8977409
39.6235332,19.8976034
39.6212703,19.9040909
39.6216949,19.9188947
39.6258245,19.9192341
39.6207745,19.9200067
39.6247605,19.9236723
39.7153947,19.8664811
36.9130768,21.6965296
36.8223173,21.70707
36.8222014,21.7066676
37.2512082,21.6695928
37.251127,21.6693584
37.2515651,21.6686085
37.2512399,21.6680736
38.1757013,20.490532
38.1774377,20.4894245
38.1746354,20.4897763
37.7852967,20.8986539
37.7868752,20.8985402
37.7878808,20.8996593
37.6474347,21.3161488
37.4847914,21.6465901
37.4844251,21.6465925
37.6727397,21.4380129
37.6736214,21.4376502
37.5924543,21.6211576
37.6432526,21.6250364
37.8610204,21.2074717
37.7951981,21.3486561
37.797475,21.3517898
37.796251,21.3516892
37.9361809,21.2628532
37.9367494,21.2629223
38.0331524,21.3648416
38.1451562,21.5517383
36.7969333,21.9579699
36.7969738,21.9570997
36.6665873,22.3807685
36.7603138,22.5639718
36.7598393,22.5658515
36.7597985,22.5653942
36.7603963,22.5643495
36.7596858,22.5651533
36.7598564,22.5655521
36.9593177,21.9276861
37.0509721,22.0092299
37.0250099,22.1160971
37.0365041,22.1110311
37.0386665,22.1114687
37.0385839,22.1102268
37.0428775,22.1126339
37.0429738,22.1121584
37.0403494,22.1118676
37.0745229,22.4299031
37.0750257,22.4297758
37.0728949,22.4305043
37.0761135,22.4297824
37.072903,22.4283638
37.0770151,22.4294466
36.5145293,23.0561282
36.6866138,23.0376086
36.8033735,22.8506971
37.1663492,22.8609386
37.2651879,23.1584341
37.2668165,23.1561348
37.2673184,23.1558765
37.3247183,23.1432259
37.40097,22.1360107
37.4006101,22.1353306
37.4013491,22.1364617
37.4003392,22.135859
37.5942645,22.0406555
37.5953404,22.0394589
37.5105857,22.3715511
37.5109233,22.3726737
37.512123,22.3733352
37.5106618,22.3723391
37.6846059,22.2960663
38.031392,22.110456
38.1521929,22.3480224
37.4043734,22.7225728
37.4050805,22.7234631
37.6341211,22.7293857
37.6350305,22.7297999
37.5681268,22.8059748
37.5661862,22.8031874
37.5668854,22.803222
37.5669516,22.8023303
37.5654652,22.8066242
37.3777652,23.1610316
37.3779323,23.1620082
37.3771472,23.1614453
37.3781504,23.1612636
37.3848969,23.2498238
37.3860626,23.2474312
37.3497558,23.46625
37.3500045,23.4670504
37.349922,23.4667851
37.3501032,23.4669292
37.4987078,23.45248
37.5003237,23.4521508
37.709186,23.3639929
37.8593173,22.9975716
37.9395228,22.9308122
37.9397622,22.9336692
37.939572,22.9329887
37.9400744,22.9324824
37.9403579,22.9338255
37.9409107,22.9332711
37.9410867,22.9328673
37.9392972,22.9331164
37.9728431,22.977955
37.9786553,22.9772492
37.9780318,22.977092
37.9274055,23.1410883
37.9945158,23.3418346
37.9950121,23.3439758
37.9960533,23.34414
37.9952782,23.345173
38.0022702,23.4194497
38.2020556,20.4388022
38.2021421,20.4388188
38.3642322,20.7187906
38.3642735,20.7188988
38.6687389,20.9435311
38.8303949,20.7041465
38.8325413,20.7065394
38.8296862,20.7038953
38.8293101,20.706393
38.9567963,20.7548913
38.9564542,20.7535716
38.9583272,20.7548143
38.9580269,20.7536521
38.9619583,20.7504737
38.5341679,21.080885
38.3696611,21.4298258
38.3694854,21.4297737
38.371221,21.4316142
38.3692638,21.4307425
38.2360191,21.7256429
38.2296614,21.7413331
38.2368697,21.7368824
38.2372192,21.7350393
38.2409213,21.735925
38.2425203,21.7352628
38.2489539,21.7355339
38.2463562,21.7356816
38.2455189,21.7355505
38.249317,21.7353424
38.2461408,21.7369999
38.2444948,21.7321004
38.2490314,21.7353857
38.2458104,21.7337485
38.2440763,21.7319318
38.2496982,21.7358564
38.2487405,21.7352674
38.2492986,21.7367956
38.2492861,21.7389338
38.2547456,21.7403502
38.2608104,21.7427835
38.2597605,21.7426934
38.2557278,21.7462548
38.5252091,21.474847
38.5726566,21.6653516
38.8621334,21.1659378
38.6235053,21.4097443
38.6238476,21.4083546
38.6241871,21.4100146
38.6251902,21.4093316
38.6252575,21.4107273
38.9149739,21.7943158
38.9152453,21.7947875
38.9150198,21.7936068
38.913797,21.7942375
38.9129523,21.79485
39.28613,20.4023314
39.2324525,20.6009259
39.2327974,20.5992683
39.2048292,20.8830457
39.4648493,20.5128401
39.6481536,20.8485946
39.6486628,20.8482624
39.8609054,20.5681643
39.653218,20.8483743
39.663737,20.850651
39.6650695,20.8530542
39.668839,20.8520179
39.6670529,20.8548698
39.6788755,20.8389913
39.1603932,20.982753
39.1613456,20.9857703
39.1611961,20.9859456
39.1622521,20.9868956
39.4268011,21.6640947
39.7693447,21.1826386
39.7704743,21.1826558
39.4586852,21.618989
39.5533008,21.7666137
39.5533539,21.76663
39.5569631,21.7654221
39.5548833,21.7696405
39.5559491,21.7694642
39.5560325,21.7665942
39.5562013,21.7700355
39.5572787,21.76874
39.5565927,21.7680726
39.7055331,21.6254743
39.7059346,21.6258973
39.7061312,21.6245592
38.2508317,22.0891117
38.2514075,22.0870353
38.2513098,22.0861035
38.3949585,21.8341661
38.4313749,22.4243511
38.5283422,22.3772143
38.5277149,22.3771458
38.5267478,22.3789236
38.5253629,22.3801162
38.9428629,22.117224
38.9417406,22.1154802
38.6393704,22.5913744
38.899635,22.4328215
38.9000312,22.4379385
38.899894,22.4339195
38.8995739,22.4330398
38.8998932,22.4336469
38.8941806,22.4432403
38.8940917,22.4443843
38.8944295,22.4452385
38.8943116,22.4420734
38.9127831,22.6162068
38.437174,22.875965
38.4395295,22.8776908
38.43826,22.8788701
38.4936621,22.9817764
38.3723487,23.1021319
38.3175764,23.1782165
38.3181072,23.317003
38.321223,23.3178196
38.3212274,23.3178684
38.6087927,22.7128303
38.65379,22.9992658
38.7646651,23.3178213
38.7991453,23.4764436
38.9539527,23.1508197
38.9535122,23.1514047
38.952586,23.150464499999998
39.3641097,21.9212661
39.3641685,21.9228217
39.3649267,21.9212614
39.3370167,22.0955149
39.3372731,22.0973474
39.3386699,22.0958009
39.2942332,22.3843757
39.2937122,22.385124
39.2940402,22.3831553
39.2940692,22.3829944
39.2956717,22.3843945
39.293488,22.3831124
39.2973616,22.3843787
39.6059495,21.9805472
39.6309704,22.4200328
39.6313017,22.4201154
39.6390511,22.418195
39.6380042,22.4168567
39.6393288,22.4153021
39.6368974,22.416631
39.6389153,22.4164565
39.6284895,22.432489
39.6344357,22.4295533
39.7383724,22.2877291
39.7387352,22.2878296
39.7391183,22.2883714
39.3628317,22.9308674
39.3602923,22.9473938
39.3621575,22.9465544
39.3603696,22.9453878
39.3600402,22.9460943
39.3605293,22.9455491
39.362095,22.9474992
39.3591772,22.9496804
39.3727626,22.933343700000002
39.3646837,22.948719
39.3665044,22.9504139
39.4385455,23.1023085
36.725656,24.4468494
36.7246867,24.4459271
36.7420411,24.4318658
36.7403369,24.4334647
36.7419753,24.4319816
36.9742129,24.7233915
36.9746325,24.7237461
36.9756762,24.7242006
37.0398635,25.0826418
37.0857049,25.1503469
37.0850455,25.1489601
37.0851525,25.1490428
37.0858116,25.1502147
37.7113847,24.0547992
37.7164373,24.0544579
37.7172048,24.0543411
37.656872,24.3123161
37.9633708,23.4937964
37.9649928,23.5022445
37.964292,23.5690796
37.9359411,23.6384744
37.9364639,23.636865
37.9364589,23.6366941
37.9394005,23.6406919
37.9403161,23.6413778
37.9419134,23.6427152
37.9363976,23.6413897
37.9373388,23.6419541
37.9391713,23.6415392
37.9396242,23.6443539
37.9450123,23.6449486
37.9423609,23.6431111
37.9457366,23.6444289
37.9477607,23.6437536
37.9464709,23.642504
37.9466423,23.6444727
37.9487264,23.6289578
37.9489179,23.6292933
37.9584052,23.6234184
37.9576797,23.6268859
37.9495552,23.6402135
