cname,region_code,name,year,EQIregion,nuts_level,NUTS0_code,NUTS1_code,NUTS2_code,NUTS0_name,NUTS1_name,NUTS2_name,EQI,EQI_me,EQI_low_me,EQI_high_me,qualityp,impartialityp,corruptionp,corruption_subPer,corruption_subExp
Germany,DE1,Baden-Württemberg,2010,101,1,DE,DE1,,Deutschland,Baden-Württemberg,NA,1,.297312,.702688,1.297312,.529,1.202,1.169,,
Germany,DE1,Baden-Württemberg,2013,101,1,DE,DE1,,Deutschland,Baden-Württemberg,NA,.914,.226516,.687484,1.140516,.87,.8139999999999999,.982,,
Germany,DE2,Bayern,2013,102,1,DE,DE2,,Deutschland,Bayern,NA,.971,.230556,.740444,1.201556,1.198,.849,.782,,
Germany,DE2,Bayern,2010,102,1,DE,DE2,,Deutschland,Bayern,NA,.787,.322901,.464099,1.109901,.74,.387,1.156,,
Germany,DE2,Bayern,2021,102,1,DE,DE2,,Deutschland,Bayern,NA,1.17,.165721,1.004279,1.335721,1.179,.995,1.206,1.20042,.736297
Germany,DE2,Bayern,2017,102,1,DE,DE2,,Deutschland,Bayern,NA,1.408,.277826,1.130174,1.685826,1.97,.88,1.232,1.10858,.277826
Germany,DE2,Bayern,2024,102,1,DE,DE2,,Deutschland,Bayern,NA,1.188,.234249,.9537509999999999,1.422249,1.377,.987,1.032,1.12799,.515626
Germany,DE3,Berlin,2024,103,1,DE,DE3,,Deutschland,Berlin,NA,.444,.30244,.14156,.74644,.31,.403,.556,.736163,.019903
Germany,DE3,Berlin,2021,103,1,DE,DE3,,Deutschland,Berlin,NA,.319,.303716,.015284,.622716,-.071,.188,.804,.699217,.504829
Germany,DE3,Berlin,2017,103,1,DE,DE3,,Deutschland,Berlin,NA,.6820000000000001,.364151,.317849,1.046151,.069,.8110000000000001,1.097,1.08718,.364151
Germany,DE3,Berlin,2010,103,1,DE,DE3,,Deutschland,Berlin,NA,.991,.35037,.64063,1.34137,.494,1.447,.9340000000000001,,
Germany,DE3,Berlin,2013,103,1,DE,DE3,,Deutschland,Berlin,NA,.458,.277019,.180981,.7350190000000001,.306,.421,.608,,
Germany,DE4,Brandenburg,2013,104,1,DE,DE4,,Deutschland,Brandenburg,NA,.552,.350025,.2019750000000001,.9020250000000001,.086,.6889999999999999,.835,,
Germany,DE4,Brandenburg,2017,104,1,DE,DE4,,Deutschland,Brandenburg,NA,.8110000000000001,.292572,.5184280000000001,1.103572,.43,.947,.973,1.03662,.292572
Germany,DE4,Brandenburg,2010,104,1,DE,DE4,,Deutschland,Brandenburg,NA,.987,.366064,.6209359999999999,1.353064,.536,1.516,.8100000000000001,,
Germany,DE4,Brandenburg,2021,104,1,DE,DE4,,Deutschland,Brandenburg,NA,1.004,.273651,.730349,1.277651,.412,1.228,1.263,1.10723,.936468
Germany,DE4,Brandenburg,2024,104,1,DE,DE4,,Deutschland,Brandenburg,NA,.9419999999999999,.329622,.6123779999999999,1.271622,.223,1.099,1.372,1.09595,1.18065
Germany,DE5,Bremen,2021,105,1,DE,DE5,,Deutschland,Bremen,NA,.471,.393726,.077274,.864726,-.063,.312,1.114,.9352549999999999,.837163
Germany,DE5,Bremen,2024,105,1,DE,DE5,,Deutschland,Bremen,NA,.513,.446029,.066971,.959029,-.442,.832,1.077,1.0961,.63042
Germany,DE5,Bremen,2017,105,1,DE,DE5,,Deutschland,Bremen,NA,1.172,.317837,.854163,1.489837,.6879999999999999,1.501,1.207,1.07155,.317837
Germany,DE5,Bremen,2010,105,1,DE,DE5,,Deutschland,Bremen,NA,.975,.293321,.6816789999999999,1.268321,.78,1.129,.92,,
Germany,DE5,Bremen,2013,105,1,DE,DE5,,Deutschland,Bremen,NA,.784,.354119,.429881,1.138119,.578,.734,.973,,
Germany,DE6,Hamburg,2017,106,1,DE,DE6,,Deutschland,Hamburg,NA,1.317,.239323,1.077677,1.556323,1.367,1.178,1.272,1.03662,.239323
Germany,DE6,Hamburg,2021,106,1,DE,DE6,,Deutschland,Hamburg,NA,.977,.16406,.81294,1.14106,1.099,.8129999999999999,.911,.920936,.475144
Germany,DE6,Hamburg,2010,106,1,DE,DE6,,Deutschland,Hamburg,NA,.982,.282478,.699522,1.264478,.853,1.122,.873,,
Germany,DE6,Hamburg,2013,106,1,DE,DE6,,Deutschland,Hamburg,NA,.723,.242879,.480121,.9658789999999999,.629,.67,.8090000000000001,,
Germany,DE6,Hamburg,2024,106,1,DE,DE6,,Deutschland,Hamburg,NA,.881,.3208,.5602,1.2018,.97,.446,1.102,1.02436,.749694
Germany,DE7,Hessen,2021,107,1,DE,DE7,,Deutschland,Hessen,NA,1.041,.176427,.8645729999999999,1.217427,.825,.911,1.273,1.06666,.997135
Germany,DE7,Hessen,2024,107,1,DE,DE7,,Deutschland,Hessen,NA,1.155,.264854,.8901460000000001,1.419854,.946,1.051,1.306,1.16812,.985609
Germany,DE7,Hessen,2013,107,1,DE,DE7,,Deutschland,Hessen,NA,.788,.254513,.533487,1.042513,.908,.546,.843,,
Germany,DE7,Hessen,2010,107,1,DE,DE7,,Deutschland,Hessen,NA,.708,.261913,.446087,.969913,.776,.556,.722,,
Germany,DE7,Hessen,2017,107,1,DE,DE7,,Deutschland,Hessen,NA,1.138,.272067,.8659329999999998,1.410067,.9419999999999999,1.229,1.128,1.05451,.272067
Germany,DE8,Mecklenburg-Vorpommern,2017,108,1,DE,DE8,,Deutschland,Mecklenburg-Vorpommern,NA,1.242,.229798,1.012202,1.471798,1.029,1.424,1.149,.910408,.229798
Germany,DE8,Mecklenburg-Vorpommern,2024,108,1,DE,DE8,,Deutschland,Mecklenburg-Vorpommern,NA,.82,.339945,.480055,1.159945,.248,.821,1.275,1.06119,1.03498
Germany,DE8,Mecklenburg-Vorpommern,2021,108,1,DE,DE8,,Deutschland,Mecklenburg-Vorpommern,NA,1.131,.186954,.9440459999999999,1.317954,.828,1.109,1.332,1.16885,1.00264
Germany,DE8,Mecklenburg-Vorpommern,2013,108,1,DE,DE8,,Deutschland,Mecklenburg-Vorpommern,NA,.781,.296003,.484997,1.077003,.648,.6830000000000001,.946,,
Germany,DE8,Mecklenburg-Vorpommern,2010,108,1,DE,DE8,,Deutschland,Mecklenburg-Vorpommern,NA,.968,.278621,.689379,1.246621,.744,1.265,.796,,
Germany,DE9,Niedersachsen,2010,109,1,DE,DE9,,Deutschland,Niedersachsen,NA,.957,.286405,.6705949999999999,1.243405,.635,1.287,.854,,
Germany,DE9,Niedersachsen,2017,109,1,DE,DE9,,Deutschland,Niedersachsen,NA,1.32,.247481,1.072519,1.567481,1.252,1.375,1.2,.9583120000000001,.247481
Germany,DE9,Niedersachsen,2013,109,1,DE,DE9,,Deutschland,Niedersachsen,NA,.987,.242241,.7447589999999999,1.229241,1.006,.977,.896,,
Germany,DE9,Niedersachsen,2021,109,1,DE,DE9,,Deutschland,Niedersachsen,NA,1.148,.193707,.9542929999999999,1.341707,.968,1.024,1.326,1.27165,.885477
Germany,DE9,Niedersachsen,2024,109,1,DE,DE9,,Deutschland,Niedersachsen,NA,1.1,.283749,.8162510000000001,1.383749,.776,1.119,1.251,1.21442,.837715
Germany,DEA,Nordrhein-Westfalen,2021,110,1,DE,DEA,,Deutschland,Nordrhein-Westfalen,NA,.97,.196758,.773242,1.166758,.83,.856,1.117,1.07856,.695123
Germany,DEA,Nordrhein-Westfalen,2010,110,1,DE,DEA,,Deutschland,Nordrhein-Westfalen,NA,.785,.334334,.450666,1.119334,.548,.569,1.158,,
Germany,DEA,Nordrhein-Westfalen,2024,110,1,DE,DEA,,Deutschland,Nordrhein-Westfalen,NA,.854,.305818,.5481819999999999,1.159818,.529,.781,1.132,1.07192,.75749
Germany,DEA,Nordrhein-Westfalen,2017,110,1,DE,DEA,,Deutschland,Nordrhein-Westfalen,NA,.827,.380345,.446655,1.207345,.541,.771,1.085,1.03311,.380345
Germany,DEA,Nordrhein-Westfalen,2013,110,1,DE,DEA,,Deutschland,Nordrhein-Westfalen,NA,.673,.303482,.3695180000000001,.9764820000000001,.526,.652,.783,,
Germany,DEB,Rheinland-Pfalz,2010,111,1,DE,DEB,,Deutschland,Rheinland-Pfalz,NA,.869,.229492,.639508,1.098492,.956,.921,.641,,
Germany,DEB,Rheinland-Pfalz,2013,111,1,DE,DEB,,Deutschland,Rheinland-Pfalz,NA,.955,.26952,.68548,1.22452,.991,.835,.958,,
Germany,DEB,Rheinland-Pfalz,2017,111,1,DE,DEB,,Deutschland,Rheinland-Pfalz,NA,1.199,.23681,.9621900000000001,1.43581,1.257,1.104,1.116,1.10081,.23681
Germany,DEB,Rheinland-Pfalz,2021,111,1,DE,DEB,,Deutschland,Rheinland-Pfalz,NA,1.274,.220834,1.053166,1.494834,1.096,1.038,1.548,1.40679,1.15899
Germany,DEB,Rheinland-Pfalz,2024,111,1,DE,DEB,,Deutschland,Rheinland-Pfalz,NA,1.063,.291693,.771307,1.354693,.761,.997,1.28,1.27871,.826653
Germany,DEC,Saarland,2010,112,1,DE,DEC,,Deutschland,Saarland,NA,1.054,.316413,.737587,1.370413,.716,1.411,.929,,
Germany,DEC,Saarland,2024,112,1,DE,DEC,,Deutschland,Saarland,NA,.8179999999999999,.334219,.483781,1.152219,.295,.823,1.221,1.18665,.808914
Germany,DEC,Saarland,2021,112,1,DE,DEC,,Deutschland,Saarland,NA,1.043,.194345,.8486549999999999,1.237345,.864,1.061,1.09,1.04882,.676685
Germany,DEC,Saarland,2013,112,1,DE,DEC,,Deutschland,Saarland,NA,.95,.357668,.592332,1.307668,.758,1.023,.987,,
Germany,DEC,Saarland,2017,112,1,DE,DEC,,Deutschland,Saarland,NA,1.105,.28928,.81572,1.39428,1.037,.92,1.246,1.0423,.28928
Germany,DED,Sachsen,2010,113,1,DE,DED,,Deutschland,Sachsen,NA,1.093,.278492,.814508,1.371492,.986,1.347,.836,,
Germany,DED,Sachsen,2021,113,1,DE,DED,,Deutschland,Sachsen,NA,1.006,.208714,.7972859999999999,1.214714,.825,.752,1.331,1.1281,1.04213
Germany,DED,Sachsen,2017,113,1,DE,DED,,Deutschland,Sachsen,NA,.889,.283778,.605222,1.172778,.672,.857,1.049,1.07941,.283778
Germany,DED,Sachsen,2013,113,1,DE,DED,,Deutschland,Sachsen,NA,.743,.258296,.484704,1.001296,.55,.756,.86,,
Germany,DED,Sachsen,2024,113,1,DE,DED,,Deutschland,Sachsen,NA,1.011,.279866,.731134,1.290866,.594,.93,1.367,1.00653,1.26188
Germany,DEE,Sachsen-Anhalt,2013,114,1,DE,DEE,,Deutschland,Sachsen-Anhalt,NA,.373,.33532,.03768,.7083200000000001,.057,.436,.596,,
Germany,DEE,Sachsen-Anhalt,2010,114,1,DE,DEE,,Deutschland,Sachsen-Anhalt,NA,.896,.332955,.563045,1.228955,.282,1.323,.992,,
Germany,DEE,Sachsen-Anhalt,2024,114,1,DE,DEE,,Deutschland,Sachsen-Anhalt,NA,.723,.377671,.345329,1.100671,.023,.803,1.24,.971675,1.05884
Germany,DEE,Sachsen-Anhalt,2021,114,1,DE,DEE,,Deutschland,Sachsen-Anhalt,NA,.868,.271223,.596777,1.139223,.433,.83,1.245,1.13566,.875089
Germany,DEE,Sachsen-Anhalt,2017,114,1,DE,DEE,,Deutschland,Sachsen-Anhalt,NA,.658,.296726,.361274,.954726,.347,.701,.86,1.0757,.296726
Germany,DEF,Schleswig-Holstein,2017,115,1,DE,DEF,,Deutschland,Schleswig-Holstein,NA,1.181,.25938,.9216200000000001,1.44038,.929,1.336,1.158,1.12215,.25938
Germany,DEF,Schleswig-Holstein,2021,115,1,DE,DEF,,Deutschland,Schleswig-Holstein,NA,1.263,.195761,1.067239,1.458761,1.035,1.303,1.313,1.35947,.770769
Germany,DEF,Schleswig-Holstein,2010,115,1,DE,DEF,,Deutschland,Schleswig-Holstein,NA,1.244,.340003,.9039969999999999,1.584003,.912,1.553,1.143,,
Germany,DEF,Schleswig-Holstein,2013,115,1,DE,DEF,,Deutschland,Schleswig-Holstein,NA,1.015,.317634,.6973659999999999,1.332634,.918,1.015,1.026,,
Germany,DEF,Schleswig-Holstein,2024,115,1,DE,DEF,,Deutschland,Schleswig-Holstein,NA,1.242,.296218,.945782,1.538218,.876,1.253,1.422,1.36772,.986673
Germany,DEG,Thüringen,2021,116,1,DE,DEG,,Deutschland,Thüringen,NA,1.08,.173616,.9063840000000001,1.253616,.788,1.093,1.241,.909641,1.09909
Germany,DEG,Thüringen,2010,116,1,DE,DEG,,Deutschland,Thüringen,NA,1.285,.365582,.9194179999999998,1.650582,.9429999999999999,1.769,1.014,,
Germany,DEG,Thüringen,2013,116,1,DE,DEG,,Deutschland,Thüringen,NA,.473,.316885,.156115,.7898849999999999,.487,.167,.724,,
Germany,DEG,Thüringen,2024,116,1,DE,DEG,,Deutschland,Thüringen,NA,.859,.31314,.54586,1.17214,.488,.698,1.272,1.01567,1.07445
Germany,DEG,Thüringen,2017,116,1,DE,DEG,,Deutschland,Thüringen,NA,1.02,.262921,.7570790000000001,1.282921,.925,.958,1.073,1.02299,.262921
Denmark,DK01,Hovedstaden,2017,901,2,DK,DK0,DK01,Danmark,Danmark,Hovedstaden,1.404,.335832,1.068168,1.739832,1.145,1.26,1.667,1.12438,.335832
Denmark,DK01,Hovedstaden,2010,901,2,DK,DK0,DK01,Danmark,Danmark,Hovedstaden,1.577,.339034,1.237966,1.916034,1.72,.959,1.894,,
Denmark,DK01,Hovedstaden,2013,901,2,DK,DK0,DK01,Danmark,Danmark,Hovedstaden,1.522,.230747,1.291253,1.752747,1.603,1.116,1.718,,
Denmark,DK01,Hovedstaden,2024,901,2,DK,DK0,DK01,Danmark,Danmark,Hovedstaden,1.557,.265305,1.291695,1.822305,1.781,1.157,1.513,1.3965,.093197
Denmark,DK01,Hovedstaden,2021,901,2,DK,DK0,DK01,Danmark,Danmark,Hovedstaden,1.278,.203959,1.074041,1.481959,1.447,1.233,1.015,1.2699,-.024205
Denmark,DK02,Sjælland,2021,902,2,DK,DK0,DK02,Danmark,Danmark,Sjælland,1.238,.263853,.974147,1.501853,.775,1.146,1.658,1.29032,1.14821
Denmark,DK02,Sjælland,2010,902,2,DK,DK0,DK02,Danmark,Danmark,Sjælland,1.691,.347507,1.343493,2.038507,1.31,1.442,2.151,,
Denmark,DK02,Sjælland,2024,902,2,DK,DK0,DK02,Danmark,Danmark,Sjælland,1.67,.244267,1.425733,1.914267,1.185,1.548,2.042,1.46992,1.00659
Denmark,DK02,Sjælland,2013,902,2,DK,DK0,DK02,Danmark,Danmark,Sjælland,1.358,.259959,1.098041,1.617959,1.238,1.072,1.651,,
Denmark,DK02,Sjælland,2017,902,2,DK,DK0,DK02,Danmark,Danmark,Sjælland,1.295,.338593,.956407,1.633593,.91,1.207,1.636,1.24273,.338593
Denmark,DK03,Syddanmark,2024,903,2,DK,DK0,DK03,Danmark,Danmark,Syddanmark,1.856,.249676,1.606324,2.105676,1.785,1.487,2.034,1.64263,.818951
Denmark,DK03,Syddanmark,2021,903,2,DK,DK0,DK03,Danmark,Danmark,Syddanmark,1.535,.16597,1.36903,1.70097,1.524,1.3,1.612,1.38561,.966265
Denmark,DK03,Syddanmark,2010,903,2,DK,DK0,DK03,Danmark,Danmark,Syddanmark,1.682,.241564,1.440436,1.923564,1.681,1.383,1.812,,
Denmark,DK03,Syddanmark,2017,903,2,DK,DK0,DK03,Danmark,Danmark,Syddanmark,1.426,.294842,1.131158,1.720842,1.285,1.274,1.575,1.1615,.294842
Denmark,DK03,Syddanmark,2013,903,2,DK,DK0,DK03,Danmark,Danmark,Syddanmark,1.576,.254259,1.321741,1.830259,1.369,1.506,1.72,,
Denmark,DK04,Midtjylland,2024,904,2,DK,DK0,DK04,Danmark,Danmark,Midtjylland,1.941,.201198,1.739802,2.142198,1.778,1.791,1.981,1.5923,.770244
Denmark,DK04,Midtjylland,2017,904,2,DK,DK0,DK04,Danmark,Danmark,Midtjylland,1.714,.269906,1.444094,1.983906,1.716,1.604,1.649,1.09731,.269906
Denmark,DK04,Midtjylland,2021,904,2,DK,DK0,DK04,Danmark,Danmark,Midtjylland,1.708,.118129,1.589871,1.826129,1.77,1.443,1.725,1.38127,1.17969
Denmark,DK04,Midtjylland,2010,904,2,DK,DK0,DK04,Danmark,Danmark,Midtjylland,1.892,.260237,1.631763,2.152237,1.839,1.616,2.03,,
Denmark,DK04,Midtjylland,2013,904,2,DK,DK0,DK04,Danmark,Danmark,Midtjylland,1.638,.226006,1.411994,1.864006,1.919,1.122,1.734,,
Denmark,DK05,Nordjylland,2024,905,2,DK,DK0,DK05,Danmark,Danmark,Nordjylland,2.104,.155005,1.948995,2.259005,1.864,2.009,2.143,1.52356,1.14049
Denmark,DK05,Nordjylland,2017,905,2,DK,DK0,DK05,Danmark,Danmark,Nordjylland,1.416,.278504,1.137496,1.694504,1.21,1.39,1.505,1.17277,.278504
Denmark,DK05,Nordjylland,2013,905,2,DK,DK0,DK05,Danmark,Danmark,Nordjylland,1.635,.196682,1.438318,1.831682,1.634,1.469,1.662,,
Denmark,DK05,Nordjylland,2021,905,2,DK,DK0,DK05,Danmark,Danmark,Nordjylland,1.652,.154405,1.497595,1.806405,1.722,1.479,1.575,1.49196,.786593
Denmark,DK05,Nordjylland,2010,905,2,DK,DK0,DK05,Danmark,Danmark,Nordjylland,1.582,.317117,1.264883,1.899117,1.442,1.163,1.984,,
Estonia,EE,Estonia,2021,2301,0,EE,,,Eesti,NA,NA,.49,.263895,.226105,.753895,.309,.369,.739,.9515670000000001,.955996
Estonia,EE,Estonia,2010,2301,0,EE,,,Eesti,NA,NA,.014,,,,.023,.107,-.09,,
Estonia,EE,Estonia,2013,2301,0,EE,,,Eesti,NA,NA,.008,,,,.057,.051,-.084,,
Estonia,EE,Estonia,2024,2301,0,EE,,,Eesti,NA,NA,.736,.306112,.429888,1.042112,.605,.736,.762,.565889,-.115778
Estonia,EE,Estonia,2017,2301,0,EE,,,Eesti,NA,NA,.32,,,,.131,.337,.461,,
Greece,EL30,Attiki,2013,2101,2,EL,EL3,EL30,Elláda,Attiki,Attiki,-1.195,.380164,-1.575164,-.8148360000000001,-1.169,-.746,-1.568,,
Greece,EL30,Attiki,2024,2101,2,EL,EL3,EL30,Elláda,Attiki,Attiki,-1.298,.348841,-1.646841,-.9491590000000001,-.851,-1.412,-1.448,-1.02306,-1.77378
Greece,EL30,Attiki,2017,2101,2,EL,EL3,EL30,Elláda,Attiki,Attiki,-1.528,.202283,-1.730283,-1.325717,-1.61,-1.548,-1.273,-.747721,.202283
Greece,EL30,Attiki,2010,2101,2,EL,EL3,EL30,Elláda,Attiki,Attiki,-.247,.523888,-.770888,.276888,-.208,.434,-.9419999999999999,,
Greece,EL30,Attiki,2021,2101,2,EL,EL3,EL30,Elláda,Attiki,Attiki,-1.157,.344247,-1.501247,-.8127530000000001,-.909,-1.21,-1.226,-.485177,-1.09399
Greece,EL41,Voreio Aigaio,2017,2102,2,EL,EL4,EL41,Elláda,"Nisia Aigaiou, Kriti",Voreio Aigaio,-1.051,.261784,-1.312784,-.7892159999999999,-1.04,-.855,-1.152,-.96672,.261784
Greece,EL41,Voreio Aigaio,2024,2102,2,EL,EL4,EL41,Elláda,"Nisia Aigaiou, Kriti",Voreio Aigaio,-.517,.37288,-.88988,-.14412,-.09,-.556,-.833,-.281787,-1.36796
Greece,EL41,Voreio Aigaio,2010,2102,2,EL,EL4,EL41,Elláda,"Nisia Aigaiou, Kriti",Voreio Aigaio,-.786,.459379,-1.245379,-.3266210000000001,-.622,-.604,-1.055,,
Greece,EL41,Voreio Aigaio,2013,2102,2,EL,EL4,EL41,Elláda,"Nisia Aigaiou, Kriti",Voreio Aigaio,-.821,.293451,-1.114451,-.5275489999999999,-.418,-.788,-1.188,,
Greece,EL41,Voreio Aigaio,2021,2102,2,EL,EL4,EL41,Elláda,"Nisia Aigaiou, Kriti",Voreio Aigaio,-1.121,.392979,-1.513979,-.728021,-.337,-1.248,-1.655,-.620408,-1.75143
Greece,EL42,Notio Aigaio,2017,2103,2,EL,EL4,EL42,Elláda,"Nisia Aigaiou, Kriti",Notio Aigaio,-1.051,.261784,-1.312784,-.7892159999999999,-1.04,-.855,-1.152,-.96672,.261784
Greece,EL42,Notio Aigaio,2021,2103,2,EL,EL4,EL42,Elláda,"Nisia Aigaiou, Kriti",Notio Aigaio,-1.245,.433084,-1.678084,-.8119160000000001,-.551,-1.2,-1.849,-.549775,-2.18473
Greece,EL42,Notio Aigaio,2010,2103,2,EL,EL4,EL42,Elláda,"Nisia Aigaiou, Kriti",Notio Aigaio,-.786,.459379,-1.245379,-.3266210000000001,-.622,-.604,-1.055,,
Greece,EL42,Notio Aigaio,2013,2103,2,EL,EL4,EL42,Elláda,"Nisia Aigaiou, Kriti",Notio Aigaio,-.821,.293451,-1.114451,-.5275489999999999,-.418,-.788,-1.188,,
Greece,EL42,Notio Aigaio,2024,2103,2,EL,EL4,EL42,Elláda,"Nisia Aigaiou, Kriti",Notio Aigaio,-.907,.456781,-1.363781,-.450219,-.829,-.604,-1.161,-.674718,-1.58663
Greece,EL43,Kriti,2021,2104,2,EL,EL4,EL43,Elláda,"Nisia Aigaiou, Kriti",Kriti,-1.178,.340442,-1.518442,-.8375579999999999,-.49,-1.448,-1.468,-.711588,-1.30971
Greece,EL43,Kriti,2010,2104,2,EL,EL4,EL43,Elláda,"Nisia Aigaiou, Kriti",Kriti,-.786,.459379,-1.245379,-.3266210000000001,-.622,-.604,-1.055,,
Greece,EL43,Kriti,2013,2104,2,EL,EL4,EL43,Elláda,"Nisia Aigaiou, Kriti",Kriti,-.821,.293451,-1.114451,-.5275489999999999,-.418,-.788,-1.188,,
Greece,EL43,Kriti,2017,2104,2,EL,EL4,EL43,Elláda,"Nisia Aigaiou, Kriti",Kriti,-1.051,.261784,-1.312784,-.7892159999999999,-1.04,-.855,-1.152,-.96672,.261784
Greece,EL43,Kriti,2024,2104,2,EL,EL4,EL43,Elláda,"Nisia Aigaiou, Kriti",Kriti,-.8,.41616,-1.21616,-.3838400000000001,-.591,-.709,-.986,-.812225,-1.12337
Greece,EL51,"Anatoliki Makedonia, Thraki",2017,2105,2,EL,EL5,EL51,Elláda,Voreia Elláda,"Anatoliki Makedonia, Thraki",-1.031,.216812,-1.247812,-.8141879999999999,-1.16,-.9409999999999999,-.887,-.436705,.216812
Greece,EL51,"Anatoliki Makedonia, Thraki",2013,2105,2,EL,EL5,EL51,Elláda,Voreia Elláda,"Anatoliki Makedonia, Thraki",-1.047,.298746,-1.345746,-.748254,-.775,-1.09,-1.186,,
Greece,EL51,"Anatoliki Makedonia, Thraki",2010,2105,2,EL,EL5,EL51,Elláda,Voreia Elláda,"Anatoliki Makedonia, Thraki",-1.197,.452979,-1.649979,-.744021,-1.277,-.8179999999999999,-1.377,,
Greece,EL51,"Anatoliki Makedonia, Thraki",2021,2105,2,EL,EL5,EL51,Elláda,Voreia Elláda,"Anatoliki Makedonia, Thraki",-.756,.223659,-.9796590000000001,-.532341,-.052,-1.332,-.802,-.443145,-.348838
Greece,EL51,"Anatoliki Makedonia, Thraki",2024,2105,2,EL,EL5,EL51,Elláda,Voreia Elláda,"Anatoliki Makedonia, Thraki",-.918,.325309,-1.243309,-.5926910000000001,-.204,-1.331,-1.089,-.8716120000000001,-1.25604
Greece,EL52,Kentriki Makedonia,2024,2106,2,EL,EL5,EL52,Elláda,Voreia Elláda,Kentriki Makedonia,-.891,.371711,-1.262711,-.519289,-.654,-1.031,-.863,-.835279,-.8705889999999999
Greece,EL52,Kentriki Makedonia,2013,2106,2,EL,EL5,EL52,Elláda,Voreia Elláda,Kentriki Makedonia,-1.047,.298746,-1.345746,-.748254,-.775,-1.09,-1.186,,
Greece,EL52,Kentriki Makedonia,2021,2106,2,EL,EL5,EL52,Elláda,Voreia Elláda,Kentriki Makedonia,-1.072,.375151,-1.447151,-.6968490000000001,-1.037,-1.193,-.869,-.584955,-.327567
Greece,EL52,Kentriki Makedonia,2017,2106,2,EL,EL5,EL52,Elláda,Voreia Elláda,Kentriki Makedonia,-1.031,.216812,-1.247812,-.8141879999999999,-1.16,-.9409999999999999,-.887,-.436705,.216812
Greece,EL52,Kentriki Makedonia,2010,2106,2,EL,EL5,EL52,Elláda,Voreia Elláda,Kentriki Makedonia,-1.197,.452979,-1.649979,-.744021,-1.277,-.8179999999999999,-1.377,,
Greece,EL53,Dytiki Makedonia,2017,2107,2,EL,EL5,EL53,Elláda,Voreia Elláda,Dytiki Makedonia,-1.031,.216812,-1.247812,-.8141879999999999,-1.16,-.9409999999999999,-.887,-.436705,.216812
Greece,EL53,Dytiki Makedonia,2013,2107,2,EL,EL5,EL53,Elláda,Voreia Elláda,Dytiki Makedonia,-1.047,.298746,-1.345746,-.748254,-.775,-1.09,-1.186,,
Greece,EL53,Dytiki Makedonia,2024,2107,2,EL,EL5,EL53,Elláda,Voreia Elláda,Dytiki Makedonia,-.197,.437416,-.6344160000000001,.240416,.135,-.059,-.639,-.317824,-.971162
Greece,EL53,Dytiki Makedonia,2021,2107,2,EL,EL5,EL53,Elláda,Voreia Elláda,Dytiki Makedonia,-.982,.28026,-1.26226,-.70174,-.739,-1.307,-.793,-.305251,-.474653
Greece,EL53,Dytiki Makedonia,2010,2107,2,EL,EL5,EL53,Elláda,Voreia Elláda,Dytiki Makedonia,-1.197,.452979,-1.649979,-.744021,-1.277,-.8179999999999999,-1.377,,
Greece,EL54,Ipeiros,2021,2108,2,EL,EL5,EL54,Elláda,Voreia Elláda,Ipeiros,-.794,.334879,-1.128879,-.4591210000000001,.31,-1.304,-1.3,-.458617,-1.25774
Greece,EL54,Ipeiros,2010,2108,2,EL,EL5,EL54,Elláda,Voreia Elláda,Ipeiros,-1.197,.452979,-1.649979,-.744021,-1.277,-.8179999999999999,-1.377,,
Greece,EL54,Ipeiros,2024,2108,2,EL,EL5,EL54,Elláda,Voreia Elláda,Ipeiros,-.681,.354306,-1.035306,-.326694,.155,-.868,-1.233,-.715935,-1.68028
Greece,EL54,Ipeiros,2013,2108,2,EL,EL5,EL54,Elláda,Voreia Elláda,Ipeiros,-1.047,.298746,-1.345746,-.748254,-.775,-1.09,-1.186,,
Greece,EL54,Ipeiros,2017,2108,2,EL,EL5,EL54,Elláda,Voreia Elláda,Ipeiros,-1.031,.216812,-1.247812,-.8141879999999999,-1.16,-.9409999999999999,-.887,-.436705,.216812
Greece,EL61,Thessalia,2024,2109,2,EL,EL6,EL61,Elláda,Kentriki Elláda,Thessalia,-.44,.359034,-.799034,-.080966,.087,-.495,-.851,-.429193,-1.25518
Greece,EL61,Thessalia,2013,2109,2,EL,EL6,EL61,Elláda,Kentriki Elláda,Thessalia,-1.113,.322416,-1.435416,-.790584,-.832,-.92,-1.493,,
Greece,EL61,Thessalia,2017,2109,2,EL,EL6,EL61,Elláda,Kentriki Elláda,Thessalia,-1.279,.257879,-1.536879,-1.021121,-1.12,-1.176,-1.413,-1.1427,.257879
Greece,EL61,Thessalia,2021,2109,2,EL,EL6,EL61,Elláda,Kentriki Elláda,Thessalia,-1.029,.238834,-1.267834,-.7901659999999999,-.337,-1.439,-1.197,-.546246,-.976984
Greece,EL61,Thessalia,2010,2109,2,EL,EL6,EL61,Elláda,Kentriki Elláda,Thessalia,-.913,.541581,-1.454581,-.3714190000000001,-.84,-.908,-.9,,
Greece,EL62,Ionia Nisia,2013,2110,2,EL,EL6,EL62,Elláda,Kentriki Elláda,Ionia Nisia,-1.113,.322416,-1.435416,-.790584,-.832,-.92,-1.493,,
Greece,EL62,Ionia Nisia,2021,2110,2,EL,EL6,EL62,Elláda,Kentriki Elláda,Ionia Nisia,-1.401,.424647,-1.825647,-.976353,-1.177,-1.363,-1.509,-.684517,-1.41413
