cname,region_code,name,year,EQIregion,nuts_level,NUTS0_code,NUTS1_code,NUTS2_code,NUTS0_name,NUTS1_name,NUTS2_name,EQI,EQI_me,EQI_low_me,EQI_high_me,qualityp,impartialityp,corruptionp,corruption_subPer,corruption_subExp
France,FRD2,Haute-Normandie,2017,1806,2,FR,FRD,FRD2,France,Normandie,Haute-Normandie ,.509,.202199,.306801,.711199,.424,.595,.457,.068315,.202199
France,FRD2,Haute-Normandie,2010,1806,2,FR,FRD,FRD2,France,Normandie,Haute-Normandie ,.636,.288932,.347068,.9249320000000001,.625,.526,.6919999999999999,,
France,FRE1,Nord-Pas-de-Calais,2024,1807,2,FR,FRE,FRE1,France,Hauts-de-France,Nord-Pas de Calais,.451,.313417,.137583,.764417,.768,.147,.376,.062742,.471071
France,FRE1,Nord-Pas-de-Calais,2010,1807,2,FR,FRE,FRE1,France,Hauts-de-France,Nord-Pas de Calais,.615,.245144,.369856,.860144,.639,.677,.467,,
France,FRE1,Nord-Pas-de-Calais,2017,1807,2,FR,FRE,FRE1,France,Hauts-de-France,Nord-Pas de Calais,.399,.208669,.190331,.607669,.283,.318,.555,.284967,.208669
France,FRE1,Nord-Pas-de-Calais,2021,1807,2,FR,FRE,FRE1,France,Hauts-de-France,Nord-Pas de Calais,.414,.263929,.150071,.677929,.755,.389,.052,-.153816,-.4736
France,FRE1,Nord-Pas-de-Calais,2013,1807,2,FR,FRE,FRE1,France,Hauts-de-France,Nord-Pas de Calais,.36,.261897,.098103,.6218969999999999,.37,.26,.419,,
France,FRE2,Picardie,2017,1808,2,FR,FRE,FRE2,France,Hauts-de-France,Picardie,.407,.28311,.12389,.69011,.753,.158,.268,-.071839,.28311
France,FRE2,Picardie,2013,1808,2,FR,FRE,FRE2,France,Hauts-de-France,Picardie,.225,.31136,-.08636,.5363600000000001,.436,.066,.154,,
France,FRE2,Picardie,2010,1808,2,FR,FRE,FRE2,France,Hauts-de-France,Picardie,.672,.366176,.305824,1.038176,.853,.48,.617,,
France,FRE2,Picardie,2021,1808,2,FR,FRE,FRE2,France,Hauts-de-France,Picardie,.346,.231325,.114675,.577325,.443,.289,.268,-.102001,-.126197
France,FRE2,Picardie,2024,1808,2,FR,FRE,FRE2,France,Hauts-de-France,Picardie,.198,.269323,-.071323,.467323,.291,.052,.222,.066473,.180673
France,FRF1,Alsace,2021,1809,2,FR,FRF,FRF1,France,Grand Est,Alsace,.743,.291326,.451674,1.034326,.9379999999999999,.587,.622,.545664,-.135766
France,FRF1,Alsace,2013,1809,2,FR,FRF,FRF1,France,Grand Est,Alsace,.427,.283594,.143406,.7105939999999999,.447,.278,.52,,
France,FRF1,Alsace,2017,1809,2,FR,FRF,FRF1,France,Grand Est,Alsace,.348,.278163,.069837,.626163,.597,-.032,.444,.152442,.278163
France,FRF1,Alsace,2024,1809,2,FR,FRF,FRF1,France,Grand Est,Alsace,.569,.259954,.3090459999999999,.828954,.625,.485,.518,.438348,.36038
France,FRF1,Alsace,2010,1809,2,FR,FRF,FRF1,France,Grand Est,Alsace,.415,.317802,.097198,.732802,.6850000000000001,.23,.29,,
France,FRF2,Champagne-Ardenne,2013,1810,2,FR,FRF,FRF2,France,Grand Est,Champagne-Ardenne,.613,.306298,.306702,.9192979999999999,.526,.551,.709,,
France,FRF2,Champagne-Ardenne,2024,1810,2,FR,FRF,FRF2,France,Grand Est,Champagne-Ardenne,.213,.320492,-.107492,.533492,.299,-.076,.388,.06985,.486265
France,FRF2,Champagne-Ardenne,2021,1810,2,FR,FRF,FRF2,France,Grand Est,Champagne-Ardenne,.582,.2745,.3074999999999999,.8565,.665,.391,.627,.271306,.156227
France,FRF2,Champagne-Ardenne,2017,1810,2,FR,FRF,FRF2,France,Grand Est,Champagne-Ardenne,.493,.286642,.206358,.7796419999999999,.765,.214,.45,.126261,.286642
France,FRF2,Champagne-Ardenne,2010,1810,2,FR,FRF,FRF2,France,Grand Est,Champagne-Ardenne,.611,.327309,.283691,.9383090000000001,.763,.502,.505,,
France,FRF3,Lorraine,2024,1811,2,FR,FRF,FRF3,France,Grand Est,Lorraine,.356,.281957,.074043,.637957,.317,.185,.516,.249493,.5459349999999999
France,FRF3,Lorraine,2017,1811,2,FR,FRF,FRF3,France,Grand Est,Lorraine,.303,.192285,.110715,.495285,.285,.298,.295,-.239925,.192285
France,FRF3,Lorraine,2021,1811,2,FR,FRF,FRF3,France,Grand Est,Lorraine,.524,.189758,.334242,.713758,.47,.586,.458,.201069,-.08604
France,FRF3,Lorraine,2010,1811,2,FR,FRF,FRF3,France,Grand Est,Lorraine,.628,.355986,.272014,.983986,.96,.467,.392,,
France,FRF3,Lorraine,2013,1811,2,FR,FRF,FRF3,France,Grand Est,Lorraine,.57,.221662,.3483379999999999,.791662,.296,.6860000000000001,.681,,
France,FRG0,Pays-de-la-Loire,2021,1812,2,FR,FRG,FRG0,France,Pays de la Loire,Pays de la Loire,.843,.204742,.638258,1.047742,.696,.864,.877,.463332,.423291
France,FRG0,Pays-de-la-Loire,2013,1812,2,FR,FRG,FRG0,France,Pays de la Loire,Pays de la Loire,.633,.30161,.33139,.9346099999999999,.534,.465,.845,,
France,FRG0,Pays-de-la-Loire,2010,1812,2,FR,FRG,FRG0,France,Pays de la Loire,Pays de la Loire,.511,.355749,.155251,.866749,.758,.36,.362,,
France,FRG0,Pays-de-la-Loire,2024,1812,2,FR,FRG,FRG0,France,Pays de la Loire,Pays de la Loire,.778,.254668,.523332,1.032668,.5580000000000001,.709,.956,.734002,.881351
France,FRG0,Pays-de-la-Loire,2017,1812,2,FR,FRG,FRG0,France,Pays de la Loire,Pays de la Loire,.837,.250799,.586201,1.087799,.8100000000000001,.821,.795,.496168,.250799
France,FRH0,Bretagne,2013,1813,2,FR,FRH,FRH0,France,Bretagne,Bretagne,.998,.265381,.732619,1.263381,.828,.964,1.119,,
France,FRH0,Bretagne,2021,1813,2,FR,FRH,FRH0,France,Bretagne,Bretagne,.991,.259689,.731311,1.250689,.998,.8159999999999999,1.05,.7039800000000001,.496421
France,FRH0,Bretagne,2024,1813,2,FR,FRH,FRH0,France,Bretagne,Bretagne,.8120000000000001,.284409,.527591,1.096409,.507,.755,1.061,.811509,.982614
France,FRH0,Bretagne,2017,1813,2,FR,FRH,FRH0,France,Bretagne,Bretagne,.886,.23128,.65472,1.11728,.91,.853,.806,.260932,.23128
France,FRH0,Bretagne,2010,1813,2,FR,FRH,FRH0,France,Bretagne,Bretagne,1.097,.329253,.767747,1.426253,1.316,.916,.949,,
France,FRI1,Aquitaine,2024,1814,2,FR,FRI,FRI1,France,Nouvelle-Aquitaine,Aquitaine,.739,.238781,.500219,.977781,.62,.763,.731,.629656,.565568
France,FRI1,Aquitaine,2013,1814,2,FR,FRI,FRI1,France,Nouvelle-Aquitaine,Aquitaine,.772,.307914,.464086,1.079914,.55,.633,1.066,,
France,FRI1,Aquitaine,2017,1814,2,FR,FRI,FRI1,France,Nouvelle-Aquitaine,Aquitaine,.435,.220188,.214812,.655188,.5639999999999999,.256,.441,.101229,.220188
France,FRI1,Aquitaine,2021,1814,2,FR,FRI,FRI1,France,Nouvelle-Aquitaine,Aquitaine,.8,.239476,.560524,1.039476,.8159999999999999,.744,.753,.327298,.333546
France,FRI1,Aquitaine,2010,1814,2,FR,FRI,FRI1,France,Nouvelle-Aquitaine,Aquitaine,.866,.335217,.530783,1.201217,1.038,.591,.883,,
France,FRI2,Limousin,2024,1815,2,FR,FRI,FRI2,France,Nouvelle-Aquitaine,Limousin,.584,.286511,.2974889999999999,.870511,.197,.569,.904,.604986,.91249
France,FRI2,Limousin,2010,1815,2,FR,FRI,FRI2,France,Nouvelle-Aquitaine,Limousin,.907,.297417,.609583,1.204417,.887,.77,.974,,
France,FRI2,Limousin,2017,1815,2,FR,FRI,FRI2,France,Nouvelle-Aquitaine,Limousin,.8100000000000001,.266526,.543474,1.076526,.965,.614,.77,.389813,.266526
France,FRI2,Limousin,2013,1815,2,FR,FRI,FRI2,France,Nouvelle-Aquitaine,Limousin,.8129999999999999,.241132,.5718679999999999,1.054132,.489,.958,.923,,
France,FRI2,Limousin,2021,1815,2,FR,FRI,FRI2,France,Nouvelle-Aquitaine,Limousin,.715,.243707,.471293,.958707,.544,.68,.843,.534851,.287256
France,FRI3,Poitou-Charentes,2013,1816,2,FR,FRI,FRI3,France,Nouvelle-Aquitaine,Poitou-Charentes,.77,.26072,.50928,1.03072,.432,.993,.819,,
France,FRI3,Poitou-Charentes,2017,1816,2,FR,FRI,FRI3,France,Nouvelle-Aquitaine,Poitou-Charentes,.552,.246985,.305015,.7989850000000001,.5,.57,.529,.292662,.246985
France,FRI3,Poitou-Charentes,2021,1816,2,FR,FRI,FRI3,France,Nouvelle-Aquitaine,Poitou-Charentes,.726,.223598,.502402,.9495979999999999,.539,.723,.837,.516015,.294555
France,FRI3,Poitou-Charentes,2010,1816,2,FR,FRI,FRI3,France,Nouvelle-Aquitaine,Poitou-Charentes,.54,.267951,.272049,.8079510000000001,.6830000000000001,.505,.376,,
France,FRI3,Poitou-Charentes,2024,1816,2,FR,FRI,FRI3,France,Nouvelle-Aquitaine,Poitou-Charentes,.5590000000000001,.260925,.298075,.819925,.555,.444,.599,.427978,.5224760000000001
France,FRJ1,Languedoc-Roussillon,2021,1817,2,FR,FRJ,FRJ1,France,Occitanie,Languedoc-Roussillon,.38,.241971,.138029,.6219710000000001,.296,.393,.411,.010705,.023309
France,FRJ1,Languedoc-Roussillon,2017,1817,2,FR,FRJ,FRJ1,France,Occitanie,Languedoc-Roussillon,.737,.187883,.549117,.924883,.704,.748,.6850000000000001,.2243,.187883
France,FRJ1,Languedoc-Roussillon,2010,1817,2,FR,FRJ,FRJ1,France,Occitanie,Languedoc-Roussillon,.822,.257167,.5648329999999999,1.079167,.6919999999999999,.907,.783,,
France,FRJ1,Languedoc-Roussillon,2024,1817,2,FR,FRJ,FRJ1,France,Occitanie,Languedoc-Roussillon,.202,.272607,-.070607,.474607,.162,.178,.238,.058654,.219036
France,FRJ1,Languedoc-Roussillon,2013,1817,2,FR,FRJ,FRJ1,France,Occitanie,Languedoc-Roussillon,.604,.295692,.308308,.8996919999999999,.498,.432,.829,,
France,FRJ2,Midi-Pyrénées,2013,1818,2,FR,FRJ,FRJ2,France,Occitanie,Midi-Pyrénées,.678,.257992,.420008,.935992,.494,.6929999999999999,.789,,
France,FRJ2,Midi-Pyrénées,2010,1818,2,FR,FRJ,FRJ2,France,Occitanie,Midi-Pyrénées,.882,.279919,.6020810000000001,1.161919,.973,.945,.64,,
France,FRJ2,Midi-Pyrénées,2021,1818,2,FR,FRJ,FRJ2,France,Occitanie,Midi-Pyrénées,.71,.262135,.447865,.972135,.741,.651,.66,.392903,.092877
France,FRJ2,Midi-Pyrénées,2017,1818,2,FR,FRJ,FRJ2,France,Occitanie,Midi-Pyrénées,.695,.256057,.438943,.9510569999999999,.752,.589,.673,.230431,.256057
France,FRJ2,Midi-Pyrénées,2024,1818,2,FR,FRJ,FRJ2,France,Occitanie,Midi-Pyrénées,.569,.258673,.310327,.8276729999999999,.505,.5610000000000001,.5610000000000001,.533449,.345429
France,FRK1,Auvergne,2010,1819,2,FR,FRK,FRK1,France,Auvergne-Rhône-Alpes,Auvergne,.6899999999999999,.335273,.354727,1.025273,.786,.482,.731,,
France,FRK1,Auvergne,2013,1819,2,FR,FRK,FRK1,France,Auvergne-Rhône-Alpes,Auvergne,.744,.281278,.462722,1.025278,.62,.6840000000000001,.864,,
France,FRK1,Auvergne,2021,1819,2,FR,FRK,FRK1,France,Auvergne-Rhône-Alpes,Auvergne,.611,.234292,.376708,.8452919999999999,.471,.5679999999999999,.728,.202139,.414987
France,FRK1,Auvergne,2017,1819,2,FR,FRK,FRK1,France,Auvergne-Rhône-Alpes,Auvergne,.5570000000000001,.203333,.3536670000000001,.760333,.608,.465,.543,.077156,.203333
France,FRK1,Auvergne,2024,1819,2,FR,FRK,FRK1,France,Auvergne-Rhône-Alpes,Auvergne,.6840000000000001,.270074,.4139260000000001,.9540740000000001,.585,.61,.76,.519588,.730864
France,FRK2,Rhône-Alpes,2024,1820,2,FR,FRK,FRK2,France,Auvergne-Rhône-Alpes,Rhône-Alpes,.477,.269601,.207399,.746601,.241,.475,.648,.384729,.656084
France,FRK2,Rhône-Alpes,2021,1820,2,FR,FRK,FRK2,France,Auvergne-Rhône-Alpes,Rhône-Alpes,.552,.253369,.298631,.805369,.66,.53,.406,.189445,-.17045
France,FRK2,Rhône-Alpes,2010,1820,2,FR,FRK,FRK2,France,Auvergne-Rhône-Alpes,Rhône-Alpes,.657,.266711,.3902890000000001,.9237109999999999,.44,.835,.63,,
France,FRK2,Rhône-Alpes,2017,1820,2,FR,FRK,FRK2,France,Auvergne-Rhône-Alpes,Rhône-Alpes,.247,.274357,-.027357,.5213570000000001,.345,.25,.122,-.1899,.274357
France,FRK2,Rhône-Alpes,2013,1820,2,FR,FRK,FRK2,France,Auvergne-Rhône-Alpes,Rhône-Alpes,.435,.282031,.152969,.717031,.21,.497,.5610000000000001,,
France,FRL0,Provence-Alpes-Côte d'Azur,2021,1821,2,FR,FRL,FRL0,France,Provence-Alpes-Côte d’Azur,Provence-Alpes-Côte d’Azur,.453,.215493,.237507,.668493,.428,.591,.292,-.180526,-.001431
France,FRL0,Provence-Alpes-Côte d'Azur,2013,1821,2,FR,FRL,FRL0,France,Provence-Alpes-Côte d’Azur,Provence-Alpes-Côte d’Azur,.14,.313792,-.173792,.453792,-.009,.297,.121,,
France,FRL0,Provence-Alpes-Côte d'Azur,2010,1821,2,FR,FRL,FRL0,France,Provence-Alpes-Côte d’Azur,Provence-Alpes-Côte d’Azur,.383,.260396,.122604,.6433960000000001,.437,.505,.168,,
France,FRL0,Provence-Alpes-Côte d'Azur,2024,1821,2,FR,FRL,FRL0,France,Provence-Alpes-Côte d’Azur,Provence-Alpes-Côte d’Azur,.118,.269205,-.151205,.387205,.4,.039,-.101,-.25,-.104348
France,FRL0,Provence-Alpes-Côte d'Azur,2017,1821,2,FR,FRL,FRL0,France,Provence-Alpes-Côte d’Azur,Provence-Alpes-Côte d’Azur,.334,.268702,.065298,.6027020000000001,.379,.473,.115,-.241215,.268702
France,FRM0,Corse,2024,1822,2,FR,FRM,FRM0,France,Corse,Corse,.435,.198526,.236474,.633526,.352,.99,-.098,-.289367,-.060733
France,FRM0,Corse,2013,1822,2,FR,FRM,FRM0,France,Corse,Corse,.253,.316472,-.063472,.569472,-.354,.77,.322,,
France,FRM0,Corse,2017,1822,2,FR,FRM,FRM0,France,Corse,Corse,.192,.283853,-.091853,.475853,.032,.412,.114,-.018614,.283853
France,FRM0,Corse,2021,1822,2,FR,FRM,FRM0,France,Corse,Corse,.333,.232077,.100923,.5650770000000001,.492,.593,-.122,-.585928,-.352546
France,FRM0,Corse,2010,1822,2,FR,FRM,FRM0,France,Corse,Corse,.295,.337966,-.042966,.6329659999999999,-.357,.868,.345,,
France,FRY1,Guadeloupe,2010,1823,2,FR,FRY,FRY1,France,RUP FR — Régions Ultrapériphériques Françaises,Guadeloupe,-.305,.431104,-.736104,.126104,-.258,-.281,-.346,,
France,FRY1,Guadeloupe,2017,1823,2,FR,FRY,FRY1,France,RUP FR — Régions Ultrapériphériques Françaises,Guadeloupe,-.918,.347111,-1.265111,-.570889,-1.162,-.971,-.527,-.503787,.347111
France,FRY1,Guadeloupe,2021,1823,2,FR,FRY,FRY1,France,RUP FR — Régions Ultrapériphériques Françaises,Guadeloupe,-.512,.390913,-.9029130000000001,-.121087,-1.145,-.253,-.083,-1.10242,.250045
France,FRY1,Guadeloupe,2024,1823,2,FR,FRY,FRY1,France,RUP FR — Régions Ultrapériphériques Françaises,Guadeloupe,-.965,.251653,-1.216653,-.713347,-1.204,-.381,-1.174,-1.51353,-.841959
France,FRY1,Guadeloupe,2013,1823,2,FR,FRY,FRY1,France,RUP FR — Régions Ultrapériphériques Françaises,Guadeloupe,-.297,.299769,-.596769,.002769,-.401,-.261,-.204,,
France,FRY2,Martinique,2021,1824,2,FR,FRY,FRY2,France,RUP FR — Régions Ultrapériphériques Françaises,Martinique ,-.258,.417153,-.675153,.159153,-1.018,-.147,.419,-.714973,.785238
France,FRY2,Martinique,2010,1824,2,FR,FRY,FRY2,France,RUP FR — Régions Ultrapériphériques Françaises,Martinique ,-.18,.397531,-.577531,.217531,.181,-.179,-.523,,
France,FRY2,Martinique,2017,1824,2,FR,FRY,FRY2,France,RUP FR — Régions Ultrapériphériques Françaises,Martinique ,-.616,.343383,-.959383,-.272617,-.707,-.838,-.24,-.181595,.343383
France,FRY2,Martinique,2024,1824,2,FR,FRY,FRY2,France,RUP FR — Régions Ultrapériphériques Françaises,Martinique ,-.506,.258843,-.7648429999999999,-.247157,-.839,-.043,-.5649999999999999,-1.0178,-.202277
France,FRY2,Martinique,2013,1824,2,FR,FRY,FRY2,France,RUP FR — Régions Ultrapériphériques Françaises,Martinique ,-.01,.271585,-.281585,.261585,-.067,-.001,.037,,
France,FRY3,Guyane,2010,1825,2,FR,FRY,FRY3,France,RUP FR — Régions Ultrapériphériques Françaises,Guyane,-.271,.356256,-.627256,.085256,-.216,-.284,-.286,,
France,FRY3,Guyane,2024,1825,2,FR,FRY,FRY3,France,RUP FR — Régions Ultrapériphériques Françaises,Guyane,-.962,.302075,-1.264075,-.659925,-1.508,-.347,-.894,-1.03671,-.7974
France,FRY3,Guyane,2017,1825,2,FR,FRY,FRY3,France,RUP FR — Régions Ultrapériphériques Françaises,Guyane,-1.441,.477127,-1.918127,-.963873,-2.556,-1.155,-.468,-.520212,.477127
France,FRY3,Guyane,2013,1825,2,FR,FRY,FRY3,France,RUP FR — Régions Ultrapériphériques Françaises,Guyane,-.505,.325981,-.830981,-.179019,-1.046,-.388,-.039,,
France,FRY3,Guyane,2021,1825,2,FR,FRY,FRY3,France,RUP FR — Régions Ultrapériphériques Françaises,Guyane,-.646,.408927,-1.054927,-.237073,-1.564,-.367,.062,-.944611,.358136
France,FRY4,La Réunion,2013,1826,2,FR,FRY,FRY4,France,RUP FR — Régions Ultrapériphériques Françaises,La Réunion ,-.01,.357469,-.367469,.347469,-.023,-.1,.095,,
France,FRY4,La Réunion,2024,1826,2,FR,FRY,FRY4,France,RUP FR — Régions Ultrapériphériques Françaises,La Réunion ,.012,.340502,-.328502,.352502,.285,.328,-.579,-1.10282,-.14239
France,FRY4,La Réunion,2021,1826,2,FR,FRY,FRY4,France,RUP FR — Régions Ultrapériphériques Françaises,La Réunion ,.193,.335559,-.142559,.528559,.299,.293,-.033,-.930236,.1665
France,FRY4,La Réunion,2010,1826,2,FR,FRY,FRY4,France,RUP FR — Régions Ultrapériphériques Françaises,La Réunion ,.059,.490033,-.431033,.549033,.175,.153,-.159,,
France,FRY4,La Réunion,2017,1826,2,FR,FRY,FRY4,France,RUP FR — Régions Ultrapériphériques Françaises,La Réunion ,-.295,.354554,-.649554,.059554,-.097,-.253,-.505,-.645691,.354554
France,FRY5,Mayotte,2013,1827,2,FR,FRY,FRY5,France,RUP FR — Régions Ultrapériphériques Françaises,Mayotte,-.206,,,,-.384,-.188,-.028,,
France,FRY5,Mayotte,2021,1827,2,FR,FRY,FRY5,France,RUP FR — Régions Ultrapériphériques Françaises,Mayotte,-1.143,.35648,-1.49948,-.78652,-2.26,-.288,-.756,-1.24655,-.850818
France,FRY5,Mayotte,2024,1827,2,FR,FRY,FRY5,France,RUP FR — Régions Ultrapériphériques Françaises,Mayotte,-1.171,.365155,-1.536155,-.805845,-1.968,.13,-1.511,-1.24148,-1.74215
France,FRY5,Mayotte,2017,1827,2,FR,FRY,FRY5,France,RUP FR — Régions Ultrapériphériques Françaises,Mayotte,-.348,,,,.229,-.804,-.435,,
France,FRY5,Mayotte,2010,1827,2,FR,FRY,FRY5,France,RUP FR — Régions Ultrapériphériques Françaises,Mayotte,-.174,,,,-.03,-.148,-.328,,
Croatia,HR02,Panonska Hrvatska,2010,1622,2,HR,HR0,HR02,Hrvatska,Hrvatska,Panonska Hrvatska,-1.294,,,,-1.208,-1.359,-1.185,,
Croatia,HR02,Panonska Hrvatska,2013,1622,2,HR,HR0,HR02,Hrvatska,Hrvatska,Panonska Hrvatska,-1.251,.355709,-1.606709,-.8952909999999998,-1.147,-1.384,-1.115,,
Croatia,HR02,Panonska Hrvatska,2021,1622,2,HR,HR0,HR02,Hrvatska,Hrvatska,Panonska Hrvatska,-1.268,.419454,-1.687454,-.848546,-1.17,-1.163,-1.333,-2.65454,-1.20969
Croatia,HR02,Panonska Hrvatska,2017,1622,2,HR,HR0,HR02,Hrvatska,Hrvatska,Panonska Hrvatska,-1.12,.565616,-1.685616,-.5543840000000001,-1.123,-1.309,-.8139999999999999,-.056933,.565616
Croatia,HR02,Panonska Hrvatska,2024,1622,2,HR,HR0,HR02,Hrvatska,Hrvatska,Panonska Hrvatska,-1.082,.41308,-1.49508,-.6689200000000001,-.746,-1.064,-1.284,-2.6755,-1.99415
Croatia,HR03,Jadranska Hrvatska,2010,1601,2,HR,HR0,HR03,Hrvatska,Hrvatska,Jadranska Hrvatska,-1.428,,,,-1.226,-1.56,-1.355,,
Croatia,HR03,Jadranska Hrvatska,2021,1601,2,HR,HR0,HR03,Hrvatska,Hrvatska,Jadranska Hrvatska,-.806,.429957,-1.235957,-.3760430000000001,-1.143,-.728,-.46,-2.25129,.011238
Croatia,HR03,Jadranska Hrvatska,2024,1601,2,HR,HR0,HR03,Hrvatska,Hrvatska,Jadranska Hrvatska,-.854,.383025,-1.237025,-.470975,-.789,-.855,-.798,-2.55207,-1.21261
Croatia,HR03,Jadranska Hrvatska,2017,1601,2,HR,HR0,HR03,Hrvatska,Hrvatska,Jadranska Hrvatska,-1.037,.538178,-1.575178,-.4988219999999999,-1.124,-1.155,-.728,-.192715,.538178
Croatia,HR03,Jadranska Hrvatska,2013,1601,2,HR,HR0,HR03,Hrvatska,Hrvatska,Jadranska Hrvatska,-1.379,.379096,-1.758096,-.999904,-1.166,-1.585,-1.268,,
Croatia,HR05,Zagreb,2021,1623,2,HR,HR0,HR05,Hrvatska,Hrvatska,Grad Zagreb,-1.268,.419454,-1.687454,-.848546,-1.17,-1.163,-1.333,-2.65454,-1.20969
Croatia,HR05,Zagreb,2013,1623,2,HR,HR0,HR05,Hrvatska,Hrvatska,Grad Zagreb,-1.251,.355709,-1.606709,-.8952909999999998,-1.147,-1.384,-1.115,,
Croatia,HR05,Zagreb,2010,1623,2,HR,HR0,HR05,Hrvatska,Hrvatska,Grad Zagreb,-1.294,,,,-1.208,-1.359,-1.185,,
Croatia,HR05,Zagreb,2017,1623,2,HR,HR0,HR05,Hrvatska,Hrvatska,Grad Zagreb,-1.12,.565616,-1.685616,-.5543840000000001,-1.123,-1.309,-.8139999999999999,-.056933,.565616
Croatia,HR05,Grad Zagreb,2024,1623,2,HR,HR0,HR05,Hrvatska,Hrvatska,Grad Zagreb,-1.348,.428819,-1.776819,-.919181,-1.24,-1.424,-1.189,-3.11927,-1.37423
Croatia,HR06,Sjeverna Hrvatska,2010,1624,2,HR,HR0,HR06,Hrvatska,Hrvatska,Sjeverna Hrvatska,-1.294,,,,-1.208,-1.359,-1.185,,
Croatia,HR06,Sjeverna Hrvatska,2021,1624,2,HR,HR0,HR06,Hrvatska,Hrvatska,Sjeverna Hrvatska,-1.268,.419454,-1.687454,-.848546,-1.17,-1.163,-1.333,-2.65454,-1.20969
Croatia,HR06,Sjeverna Hrvatska ,2024,1624,2,HR,HR0,HR06,Hrvatska,Hrvatska,Sjeverna Hrvatska,-.662,.333434,-.995434,-.328566,-.5649999999999999,-.353,-.973,-2.34072,-1.75059
Croatia,HR06,Sjeverna Hrvatska,2017,1624,2,HR,HR0,HR06,Hrvatska,Hrvatska,Sjeverna Hrvatska,-1.12,.565616,-1.685616,-.5543840000000001,-1.123,-1.309,-.8139999999999999,-.056933,.565616
Croatia,HR06,Sjeverna Hrvatska,2013,1624,2,HR,HR0,HR06,Hrvatska,Hrvatska,Sjeverna Hrvatska,-1.251,.355709,-1.606709,-.8952909999999998,-1.147,-1.384,-1.115,,
Hungary,HU11,Budapest,2013,1401,2,HU,HU1,HU11,Magyarország,Közép-Magyarország,Budapest,-.876,.373345,-1.249345,-.5026550000000001,-1.077,-.532,-.944,,
Hungary,HU11,Budapest,2017,1401,2,HU,HU1,HU11,Magyarország,Közép-Magyarország,Budapest,-1.333,.484638,-1.817638,-.8483619999999999,-1.359,-1.2,-1.307,-2.46396,.484638
Hungary,HU11,Budapest,2021,1401,2,HU,HU1,HU11,Magyarország,Közép-Magyarország,Budapest,-1.301,.501731,-1.802731,-.7992689999999999,-1.384,-.736,-1.639,-.673454,-2.17471
Hungary,HU11,Budapest,2024,1401,2,HU,HU1,HU11,Magyarország,Közép-Magyarország,Budapest,-1.15,.423158,-1.573158,-.726842,-1.177,-.713,-1.398,-.926141,-.332425
Hungary,HU11,Budapest,2010,1401,2,HU,HU1,HU11,Magyarország,Közép-Magyarország,Budapest,-1.137,.37031,-1.50731,-.7666900000000001,-.8100000000000001,-1.22,-1.266,,
Hungary,HU12,Pest,2024,1402,2,HU,HU1,HU12,Magyarország,Közép-Magyarország,Pest,-1.08,.392737,-1.472737,-.6872630000000001,-1.116,-.541,-1.431,-.693889,-.627346
Hungary,HU12,Pest,2013,1402,2,HU,HU1,HU12,Magyarország,Közép-Magyarország,Pest,-.876,.373345,-1.249345,-.5026550000000001,-1.077,-.532,-.944,,
Hungary,HU12,Pest,2021,1402,2,HU,HU1,HU12,Magyarország,Közép-Magyarország,Pest,-.893,.455762,-1.348762,-.437238,-1.257,-.413,-.911,-.122384,-1.3883
Hungary,HU12,Pest,2010,1402,2,HU,HU1,HU12,Magyarország,Közép-Magyarország,Pest,-1.137,.37031,-1.50731,-.7666900000000001,-.8100000000000001,-1.22,-1.266,,
Hungary,HU12,Pest,2017,1402,2,HU,HU1,HU12,Magyarország,Közép-Magyarország,Pest,-1.333,.484638,-1.817638,-.8483619999999999,-1.359,-1.2,-1.307,-2.46396,.484638
Hungary,HU21,Közép-Dunántúl,2017,1403,2,HU,HU2,HU21,Magyarország,Dunántúl,Közép-Dunántúl,-.845,.520344,-1.365344,-.3246559999999999,-1.225,-.523,-.7,-1.76533,.520344
Hungary,HU21,Közép-Dunántúl,2021,1403,2,HU,HU2,HU21,Magyarország,Dunántúl,Közép-Dunántúl,-1.057,.379385,-1.436385,-.677615,-1.461,-.734,-.86,-.181682,-1.23294
Hungary,HU21,Közép-Dunántúl,2010,1403,2,HU,HU2,HU21,Magyarország,Dunántúl,Közép-Dunántúl,-.535,.226254,-.7612540000000001,-.308746,-.488,-.728,-.335,,
Hungary,HU21,Közép-Dunántúl,2024,1403,2,HU,HU2,HU21,Magyarország,Dunántúl,Közép-Dunántúl,-.893,.362922,-1.255922,-.530078,-.874,-.624,-1.055,-.414364,-.204314
Hungary,HU21,Közép-Dunántúl,2013,1403,2,HU,HU2,HU21,Magyarország,Dunántúl,Közép-Dunántúl,-.528,.311531,-.839531,-.216469,-.506,-.448,-.585,,
Hungary,HU22,Nyugat-Dunántúl,2013,1404,2,HU,HU2,HU22,Magyarország,Dunántúl,Nyugat-Dunántúl,-.528,.311531,-.839531,-.216469,-.506,-.448,-.585,,
Hungary,HU22,Nyugat-Dunántúl,2024,1404,2,HU,HU2,HU22,Magyarország,Dunántúl,Nyugat-Dunántúl,-1.137,.324608,-1.461608,-.812392,-.986,-1.07,-1.196,-.703627,-.177967
Hungary,HU22,Nyugat-Dunántúl,2017,1404,2,HU,HU2,HU22,Magyarország,Dunántúl,Nyugat-Dunántúl,-.898,.493918,-1.391918,-.404082,-1.129,-.886,-.589,-1.56146,.493918
