"Country_ID","NUTS3_ID","NUTS_ID","Sector_ID","ets_emis_t","alloc_free_t"
"EL","EL303","EL30","C24",123750,89938
"EL","EL305","EL30","C16-C18",0,0
"EL","EL305","EL30","C23",0,0
"EL","EL306","EL30","C16-C18",0,0
"EL","EL306","EL30","C19-C20",3514705,2177599
"EL","EL306","EL30","C23",212463,216682
"EL","EL306","EL30","C24",0,0
"EL","EL307","EL30","C23",46819,34756
"EL","EL431","EL43","C23",0,6893
"EL","EL433","EL43","C23",820,1784
"EL","EL434","EL43","C23",1297,1885
"EL","EL511","EL51","C23",0,0
"EL","EL513","EL51","C16-C18",871,4062
"EL","EL513","EL51","C23",0,0
"EL","EL514","EL51","C23",0,0
"EL","EL515","EL51","C19-C20",154158,248411
"EL","EL515","EL51","C23",0,0
"EL","EL522","EL52","C16-C18",7563,20631
"EL","EL522","EL52","C23",710067,680053
"EL","EL522","EL52","C24",45576,54115
"EL","EL523","EL52","C16-C18",5627,7098
"EL","EL523","EL52","C23",40891,50704
"EL","EL524","EL52","C23",42228,35409
"EL","EL525","EL52","C16-C18",30350,18111
"EL","EL526","EL52","C16-C18",4286,2636
"EL","EL526","EL52","C23",14640,9413
"EL","EL527","EL52","C23",179854,166513
"EL","EL531","EL53","C23",0,0
"EL","EL533","EL53","C23",12399,29260
"EL","EL542","EL54","C23",3352,1365
"EL","EL611","EL61","C23",3304,8585
"EL","EL612","EL61","C19-C20",310474,231001
"EL","EL612","EL61","C23",6987,8304
"EL","EL613","EL61","C16-C18",0,0
"EL","EL613","EL61","C23",1148916,1168547
"EL","EL613","EL61","C24",89627,78281
"EL","EL631","EL63","C23",21352,5361
"EL","EL632","EL63","C16-C18",2483,965
"EL","EL632","EL63","C23",714374,612053
"EL","EL633","EL63","C23",9600,6983
"EL","EL641","EL64","C16-C18",17733,7455
"EL","EL641","EL64","C23",1223641,1357719
"EL","EL642","EL64","C23",887590,910706
"EL","EL644","EL64","C16-C18",28991,12807
"EL","EL644","EL64","C23",0,0
"EL","EL644","EL64","C24",3,271175
"EL","EL651","EL65","C16-C18",0,0
"EL","EL651","EL65","C23",0,0
"EL","EL652","EL65","C16-C18",0,0
"EL","EL652","EL65","C19-C20",2047197,1456543
"EL","EL652","EL65","C23",7887,9701
"EL","EL653","EL65","C23",5657,4751
"ES","ES111","ES11","C16-C18",0,0
"ES","ES111","ES11","C19-C20",1171697,746651
"ES","ES111","ES11","C23",0,0
"ES","ES111","ES11","C24",167527,321323
"ES","ES112","ES11","C23",128590,193636
"ES","ES112","ES11","C24",398036,646442
"ES","ES113","ES11","C23",0,0
"ES","ES114","ES11","C16-C18",77663,30511
"ES","ES114","ES11","C19-C20",6149,22445
"ES","ES114","ES11","C23",0,0
"ES","ES120","ES12","C16-C18",66588,52527
"ES","ES120","ES12","C19-C20",56794,89766
"ES","ES120","ES12","C23",1150637,1141785
"ES","ES120","ES12","C24",4131636,7117533
"ES","ES130","ES13","C16-C18",0,0
"ES","ES130","ES13","C19-C20",973587,823216
"ES","ES130","ES13","C23",493297,562376
"ES","ES130","ES13","C24",207892,248928
"ES","ES211","ES21","C23",187567,134878
"ES","ES211","ES21","C24",75593,57278
"ES","ES212","ES21","C16-C18",277813,181153
"ES","ES212","ES21","C23",485965,412981
"ES","ES212","ES21","C24",138457,118314
"ES","ES213","ES21","C16-C18",44257,78197
"ES","ES213","ES21","C19-C20",2147154,1521840
"ES","ES213","ES21","C23",632276,677987
"ES","ES213","ES21","C24",343889,323377
"ES","ES220","ES22","C16-C18",126329,146951
"ES","ES220","ES22","C23",849787,804424
"ES","ES220","ES22","C24",46975,41554
"ES","ES230","ES23","C23",0,0
"ES","ES241","ES24","C16-C18",63644,22396
"ES","ES241","ES24","C23",0,0
"ES","ES241","ES24","C24",23658,51693
"ES","ES242","ES24","C23",75703,82954
"ES","ES243","ES24","C16-C18",812018,494122
"ES","ES243","ES24","C23",464236,464539
"ES","ES243","ES24","C24",49503,42030
"ES","ES300","ES30","C16-C18",124035,86275
"ES","ES300","ES30","C23",1028605,920946
"ES","ES411","ES41","C23",0,0
"ES","ES412","ES41","C16-C18",18437,9729
"ES","ES412","ES41","C19-C20",30483,32017
"ES","ES412","ES41","C23",86256,71935
"ES","ES413","ES41","C23",1170171,1154536
"ES","ES413","ES41","C24",11213,16492
"ES","ES414","ES41","C16-C18",149448,46349
"ES","ES414","ES41","C23",320939,260986
"ES","ES415","ES41","C16-C18",12162,13775
"ES","ES415","ES41","C23",0,0
"ES","ES416","ES41","C23",32491,28043
"ES","ES417","ES41","C16-C18",7286,8621
"ES","ES417","ES41","C24",2599,2284
"ES","ES418","ES41","C23",0,0
"ES","ES419","ES41","C23",6525,0
"ES","ES421","ES42","C23",115744,82928
"ES","ES422","ES42","C19-C20",2175697,1502653
"ES","ES422","ES42","C23",0,0
"ES","ES423","ES42","C23",0,0
"ES","ES424","ES42","C23",150937,101303
"ES","ES425","ES42","C23",476375,529074
"ES","ES425","ES42","C24",0,0
"ES","ES431","ES43","C23",534759,522888
"ES","ES431","ES43","C24",132895,78739
"ES","ES432","ES43","C23",0,0
"ES","ES511","ES51","C16-C18",187498,111379
"ES","ES511","ES51","C19-C20",29373,58510
"ES","ES511","ES51","C23",2209837,2276796
"ES","ES511","ES51","C24",199419,169084
"ES","ES512","ES51","C16-C18",12841,64150
"ES","ES512","ES51","C19-C20",14714,16580
"ES","ES512","ES51","C23",86985,86073
"ES","ES513","ES51","C16-C18",24879,30085
"ES","ES513","ES51","C23",36858,17808
"ES","ES513","ES51","C24",0,0
"ES","ES514","ES51","C16-C18",63827,72192
"ES","ES514","ES51","C19-C20",4470021,3587506
"ES","ES514","ES51","C23",491140,748729
"ES","ES521","ES52","C16-C18",5193,20022
"ES","ES521","ES52","C23",566260,595317
"ES","ES521","ES52","C24",28401,27171
"ES","ES522","ES52","C16-C18",16479,13075
"ES","ES522","ES52","C19-C20",1157079,893827
"ES","ES522","ES52","C23",2149457,2086920
"ES","ES522","ES52","C24",12031,11991
"ES","ES523","ES52","C16-C18",15666,6914
"ES","ES523","ES52","C19-C20",30592,137457
"ES","ES523","ES52","C23",974417,1029545
"ES","ES523","ES52","C24",79820,61887
"ES","ES531","ES53","C23",0,0
"ES","ES532","ES53","C23",0,200
"ES","ES611","ES61","C23",645134,649334
"ES","ES612","ES61","C19-C20",1772918,1819732
"ES","ES612","ES61","C23",270,29894
"ES","ES612","ES61","C24",176117,175869
"ES","ES613","ES61","C23",35448,202434
"ES","ES614","ES61","C16-C18",12817,60814
"ES","ES614","ES61","C23",36682,15667
"ES","ES614","ES61","C24",86492,0
"ES","ES615","ES61","C19-C20",1765214,1842575
"ES","ES615","ES61","C23",273434,318646
"ES","ES615","ES61","C24",182512,156180
"ES","ES616","ES61","C16-C18",117607,46258
"ES","ES616","ES61","C23",14761,17419
"ES","ES617","ES61","C23",599491,671439
"ES","ES618","ES61","C23",1116971,867247
"ES","ES618","ES61","C24",78177,59427
"ES","ES620","ES62","C16-C18",2820,1758
"ES","ES620","ES62","C19-C20",2476458,2121742
"ES","ES620","ES62","C23",32241,23155
"ES","ES705","ES70","C23",0,0
"ES","ES709","ES70","C19-C20",24540,4263
"FI","FI193","FI19","C16-C18",0,47301
"FI","FI195","FI19","C16-C18",6222,120435
"FI","FI196","FI19","C16-C18",1974,53933
"FI","FI196","FI19","C19-C20",0,0
"FI","FI196","FI19","C23",0,0
"FI","FI196","FI19","C24",71614,66846
"FI","FI197","FI19","C16-C18",52959,94494
"FI","FI197","FI19","C19-C20",0,0
"FI","FI1B1","FI1B","C16-C18",0,0
"FI","FI1B1","FI1B","C19-C20",239472,113787
"FI","FI1B1","FI1B","C23",92243,53269
"FI","FI1B1","FI1B","C24",0,0
"FI","FI1C1","FI1C","C19-C20",26683,117849
"FI","FI1C1","FI1C","C23",43430,47347
"FI","FI1C2","FI1C","C16-C18",46671,41926
"FI","FI1C3","FI1C","C16-C18",99929,54343
"FI","FI1C3","FI1C","C23",0,0
"FI","FI1C4","FI1C","C16-C18",0,370
"FI","FI1C4","FI1C","C19-C20",1852,2882
"FI","FI1C4","FI1C","C23",6539,19780
"FI","FI1C5","FI1C","C16-C18",30222,106526
"FI","FI1C5","FI1C","C19-C20",0,0
"FI","FI1C5","FI1C","C23",0,0
"FI","FI1C5","FI1C","C24",35192,39254
"FI","FI1D1","FI1D","C23",0,0
"FI","FI1D2","FI1D","C16-C18",90307,78823
"FI","FI1D2","FI1D","C19-C20",24638,128922
"FI","FI1D5","FI1D","C24",7969,54603
"FI","FI1D7","FI1D","C16-C18",6483,75779
"FI","FI1D7","FI1D","C23",107877,133577
"FI","FI1D9","FI1D","C16-C18",13930,80091
"FI","FI1D9","FI1D","C19-C20",0,0
"FI","FI1D9","FI1D","C23",165089,129459
"FR","FR102","FR10","C16-C18",0,0
"FR","FR102","FR10","C19-C20",39621,322591
"FR","FR102","FR10","C23",103506,55406
"FR","FR102","FR10","C24",51058,71652
"FR","FR103","FR10","C23",6330,131090
"FR","FR103","FR10","C24",74778,70995
"FR","FR104","FR10","C23",0,0
"FR","FR107","FR10","C23",51598,42218
"FR","FR108","FR10","C23",12275,6914
"FR","FRB01","FRB0","C23",308113,270381
"FR","FRB03","FRB0","C23",44810,63879
"FR","FRB04","FRB0","C16-C18",8307,50802
"FR","FRB04","FRB0","C23",216406,174496
"FR","FRB06","FRB0","C16-C18",74308,82655
"FR","FRB06","FRB0","C23",19003,20290
"FR","FRC11","FRC1","C24",6963,7533
"FR","FRC12","FRC1","C24",21135,16323
"FR","FRC13","FRC1","C23",168076,119279
"FR","FRC13","FRC1","C24",52902,40355
"FR","FRC14","FRC1","C23",0,0
"FR","FRC21","FRC2","C16-C18",15371,13459
"FR","FRC21","FRC2","C23",27275,16528
"FR","FRC22","FRC2","C19-C20",63587,222040
"FR","FRC22","FRC2","C23",242633,227196
"FR","FRC23","FRC2","C23",3594,3218
"FR","FRD11","FRD1","C23",274595,236631
"FR","FRD12","FRD1","C16-C18",3075,1989
"FR","FRD13","FRD1","C16-C18",16296,15802
"FR","FRD21","FRD2","C16-C18",37555,24591
"FR","FRD21","FRD2","C23",2251,11913
"FR","FRD22","FRD2","C16-C18",10753,126143
"FR","FRD22","FRD2","C19-C20",4414799,2350153
"FR","FRD22","FRD2","C23",148749,104182
"FR","FRD22","FRD2","C24",0,0
"FR","FRE11","FRE1","C16-C18",41116,35195
"FR","FRE11","FRE1","C19-C20",426206,422740
"FR","FRE11","FRE1","C23",273863,334152
"FR","FRE11","FRE1","C24",6100627,10310284
"FR","FRE12","FRE1","C16-C18",95910,120074
"FR","FRE12","FRE1","C19-C20",0,0
"FR","FRE12","FRE1","C23",1079993,1047063
"FR","FRE12","FRE1","C24",102945,84215
"FR","FRE21","FRE2","C16-C18",40370,68909
"FR","FRE21","FRE2","C23",42568,32109
"FR","FRE22","FRE2","C23",170417,144578
"FR","FRE22","FRE2","C24",30316,26524
"FR","FRE23","FRE2","C16-C18",31558,16312
"FR","FRE23","FRE2","C23",72685,57674
"FR","FRF11","FRF1","C16-C18",50184,98637
"FR","FRF11","FRF1","C19-C20",0,0
"FR","FRF11","FRF1","C23",51773,43943
"FR","FRF11","FRF1","C24",17036,14810
"FR","FRF12","FRF1","C16-C18",78036,66571
"FR","FRF12","FRF1","C19-C20",283476,496317
"FR","FRF12","FRF1","C23",286052,294920
"FR","FRF12","FRF1","C24",133026,108779
"FR","FRF21","FRF2","C16-C18",12975,13244
"FR","FRF21","FRF2","C23",9720,7556
"FR","FRF22","FRF2","C16-C18",66181,65541
"FR","FRF23","FRF2","C23",734765,674822
"FR","FRF24","FRF2","C24",14495,13596
"FR","FRF31","FRF3","C16-C18",53682,52497
"FR","FRF31","FRF3","C19-C20",504577,433487
"FR","FRF31","FRF3","C23",317566,286398
"FR","FRF31","FRF3","C24",398769,473891
"FR","FRF32","FRF3","C16-C18",12462,19565
"FR","FRF32","FRF3","C23",581652,448144
"FR","FRF32","FRF3","C24",35160,5972
"FR","FRF33","FRF3","C19-C20",137541,191914
"FR","FRF33","FRF3","C23",548900,524698
"FR","FRF33","FRF3","C24",301152,320995
"FR","FRF34","FRF3","C16-C18",141669,220209
"FR","FRF34","FRF3","C23",93992,66511
"FR","FRG01","FRG0","C16-C18",14017,11072
"FR","FRG01","FRG0","C19-C20",836249,277504
"FR","FRG01","FRG0","C23",2096,2374
"FR","FRG02","FRG0","C23",37960,31228
"FR","FRG03","FRG0","C23",1001116,990886
"FR","FRG04","FRG0","C16-C18",5686,24464
"FR","FRH02","FRH0","C16-C18",4764,27110
"FR","FRH04","FRH0","C16-C18",22345,17948
"FR","FRI11","FRI1","C16-C18",72711,119920
"FR","FRI11","FRI1","C23",66390,60131
"FR","FRI12","FRI1","C16-C18",33039,105222
"FR","FRI12","FRI1","C19-C20",5527,4047
"FR","FRI12","FRI1","C23",71067,72961
"FR","FRI13","FRI1","C16-C18",72267,184042
"FR","FRI13","FRI1","C19-C20",11083,34643
"FR","FRI13","FRI1","C23",20317,13397
"FR","FRI14","FRI1","C23",46483,56625
"FR","FRI15","FRI1","C19-C20",6334,52375
"FR","FRI22","FRI2","C19-C20",113218,22338
"FR","FRI23","FRI2","C16-C18",51358,62712
"FR","FRI31","FRI3","C16-C18",62635,87177
"FR","FRI31","FRI3","C23",150013,102590
"FR","FRI32","FRI3","C23",82152,271268
"FR","FRI33","FRI3","C23",487076,432486
"FR","FRJ11","FRJ1","C23",460554,456623
"FR","FRJ12","FRJ1","C23",477232,467157
"FR","FRJ12","FRJ1","C24",153157,198740
"FR","FRJ13","FRJ1","C23",39220,32836
"FR","FRJ15","FRJ1","C16-C18",1561,0
"FR","FRJ21","FRJ2","C16-C18",12401,11294
"FR","FRJ23","FRJ2","C16-C18",25654,203077
"FR","FRJ23","FRJ2","C23",459978,365174
"FR","FRJ26","FRJ2","C19-C20",22041,32156
"FR","FRJ26","FRJ2","C23",49002,37694
"FR","FRJ27","FRJ2","C16-C18",411,18451
"FR","FRJ27","FRJ2","C23",75413,60466
"FR","FRK11","FRK1","C23",190857,225163
"FR","FRK11","FRK1","C24",50090,32149
"FR","FRK13","FRK1","C16-C18",0,0
"FR","FRK13","FRK1","C23",0,0
"FR","FRK14","FRK1","C16-C18",3828,3436
"FR","FRK14","FRK1","C23",189945,135927
"FR","FRK14","FRK1","C24",66631,65622
"FR","FRK21","FRK2","C23",109718,82460
"FR","FRK21","FRK2","C24",127196,117937
"FR","FRK22","FRK2","C16-C18",14491,10801
"FR","FRK22","FRK2","C23",663367,725012
"FR","FRK23","FRK2","C16-C18",67230,103699
"FR","FRK23","FRK2","C23",21090,13015
"FR","FRK24","FRK2","C16-C18",40048,39600
"FR","FRK24","FRK2","C19-C20",42554,198799
"FR","FRK24","FRK2","C23",1105353,1066338
"FR","FRK24","FRK2","C24",107363,132261
"FR","FRK25","FRK2","C16-C18",10095,7806
"FR","FRK25","FRK2","C19-C20",33174,34513
"FR","FRK25","FRK2","C23",136214,95392
"FR","FRK25","FRK2","C24",43292,27221
"FR","FRK26","FRK2","C19-C20",1118099,690618
"FR","FRK26","FRK2","C23",258525,253246
"FR","FRK27","FRK2","C16-C18",9608,30712
"FR","FRK27","FRK2","C19-C20",31510,24351
"FR","FRK27","FRK2","C23",65075,40528
"FR","FRK27","FRK2","C24",348186,404518
"FR","FRK28","FRK2","C16-C18",1277,4778
"FR","FRL01","FRL0","C19-C20",11282,6717
"FR","FRL03","FRL0","C23",435356,401927
"FR","FRL04","FRL0","C16-C18",54301,167227
"FR","FRL04","FRL0","C19-C20",2598440,2033403
"FR","FRL04","FRL0","C23",757976,753072
"FR","FRL04","FRL0","C24",5400182,5440613
"FR","FRL06","FRL0","C16-C18",12140,15846
"FR","FRL06","FRL0","C23",29593,22021
"FR","FRY20","FRY2","C23",0,0
"HR","HR021","HR04","C23",86679,89407
"HR","HR022","HR04","C23",0,0
"HR","HR023","HR04","C24",0,0
"HR","HR025","HR04","C23",607233,548955
"HR","HR026","HR04","C23",14523,12591
"HR","HR027","HR04","C23",7231,9493
"HR","HR028","HR04","C19-C20",344902,363348
"HR","HR028","HR04","C24",33099,14168
"HR","HR031","HR03","C19-C20",678325,389777
"HR","HR032","HR03","C23",0,0
"HR","HR034","HR03","C23",30111,27926
"HR","HR034","HR03","C24",15151,11507
"HR","HR035","HR03","C23",781042,798487
"HR","HR035","HR03","C24",0,0
"HR","HR036","HR03","C23",466745,431788
"HR","HR061","HR04","C23",0,0
"HR","HR061","HR04","C24",0,0
"HR","HR062","HR04","C23",51974,35777
"HR","HR062","HR04","C24",0,0
"HR","HR063","HR04","C16-C18",13400,3091
"HR","HR064","HR04","C23",118540,74885
"HU","HU110","HU11","C23",16437,29500
"HU","HU120","HU12","C16-C18",22212,8787
"HU","HU120","HU12","C19-C20",879810,822594
"HU","HU120","HU12","C23",346068,383429
"HU","HU211","HU21","C16-C18",264201,213654
"HU","HU211","HU21","C19-C20",82221,138319
"HU","HU211","HU21","C24",351013,958232
"HU","HU212","HU21","C16-C18",31175,6333
"HU","HU212","HU21","C23",90927,68400
"HU","HU213","HU21","C19-C20",713347,672879
"HU","HU213","HU21","C23",51158,61803
"HU","HU221","HU22","C23",4055,4154
"HU","HU222","HU22","C23",2957,3276
"HU","HU223","HU22","C23",21720,31409
"HU","HU231","HU23","C23",473405,909186
"HU","HU232","HU23","C23",3648,13910
"HU","HU233","HU23","C23",0,0
"HU","HU311","HU31","C19-C20",497451,606096
"HU","HU311","HU31","C23",15538,10766
"HU","HU311","HU31","C24",30781,30073
"HU","HU312","HU31","C23",25225,21508
"HU","HU313","HU31","C23",12617,8970
"HU","HU322","HU32","C16-C18",9419,5470
"HU","HU322","HU32","C23",0,1925
"HU","HU332","HU33","C23",81586,56852
"HU","HU333","HU33","C23",18226,16480
"IE","IE041","IE04","C23",640446,662904
"IE","IE051","IE05","C23",793239,641201
"IE","IE052","IE05","C23",63157,43238
"IE","IE053","IE05","C19-C20",286922,205945
"IE","IE062","IE06","C23",1379726,1351751
"IT","ITC11","ITC1","C16-C18",172277,103410
"IT","ITC11","ITC1","C23",0,0
"IT","ITC11","ITC1","C24",8974,8934
"IT","ITC12","ITC1","C16-C18",0,0
"IT","ITC12","ITC1","C19-C20",0,0
"IT","ITC12","ITC1","C23",8801,8997
"IT","ITC12","ITC1","C24",26501,18508
"IT","ITC13","ITC1","C23",0,0
"IT","ITC14","ITC1","C16-C18",25815,14806
"IT","ITC14","ITC1","C24",22017,19973
"IT","ITC15","ITC1","C16-C18",104520,41749
"IT","ITC15","ITC1","C19-C20",947337,611102
"IT","ITC16","ITC1","C16-C18",29699,111767
"IT","ITC16","ITC1","C23",914328,909820
"IT","ITC16","ITC1","C24",5905,4377
"IT","ITC17","ITC1","C23",89230,48851
"IT","ITC18","ITC1","C16-C18",0,0
"IT","ITC18","ITC1","C19-C20",17179,42844
"IT","ITC18","ITC1","C23",0,0
"IT","ITC18","ITC1","C24",58071,53663
"IT","ITC20","ITC2","C24",87962,67413
"IT","ITC32","ITC3","C16-C18",38382,14997
"IT","ITC32","ITC3","C23",157114,113196
"IT","ITC33","ITC3","C16-C18",8468,9181
"IT","ITC33","ITC3","C19-C20",267101,174837
"IT","ITC33","ITC3","C23",0,0
"IT","ITC33","ITC3","C24",61742,52007
"IT","ITC41","ITC4","C16-C18",38781,39769
"IT","ITC41","ITC4","C19-C20",19479,6007
"IT","ITC41","ITC4","C23",1015925,912989
"IT","ITC41","ITC4","C24",14255,11532
"IT","ITC42","ITC4","C16-C18",0,0
"IT","ITC42","ITC4","C23",0,0
"IT","ITC43","ITC4","C16-C18",32586,28512
"IT","ITC43","ITC4","C23",116462,126733
"IT","ITC43","ITC4","C24",67444,53272
"IT","ITC44","ITC4","C24",0,0
"IT","ITC46","ITC4","C23",1197989,1083031
"IT","ITC46","ITC4","C24",538848,274374
"IT","ITC47","ITC4","C16-C18",73931,49796
"IT","ITC47","ITC4","C23",1161268,1129752
"IT","ITC47","ITC4","C24",610354,539387
"IT","ITC48","ITC4","C19-C20",1627808,1076015
"IT","ITC48","ITC4","C23",4232,5506
"IT","ITC49","ITC4","C19-C20",65954,34118
"IT","ITC49","ITC4","C23",5918,7935
"IT","ITC4A","ITC4","C23",0,0
"IT","ITC4A","ITC4","C24",434844,352308
"IT","ITC4B","ITC4","C16-C18",94760,45834
"IT","ITC4B","ITC4","C19-C20",122363,330621
"IT","ITC4B","ITC4","C23",102775,78754
"IT","ITC4B","ITC4","C24",111974,51184
"IT","ITC4C","ITC4","C16-C18",13924,0
"IT","ITC4C","ITC4","C23",172711,140650
"IT","ITC4C","ITC4","C24",15112,14162
"IT","ITC4D","ITC4","C23",36936,35022
"IT","ITC4D","ITC4","C24",12306,8908
"IT","ITF11","ITF1","C16-C18",103368,40758
"IT","ITF11","ITF1","C23",173950,153667
"IT","ITF12","ITF1","C23",29878,26716
"IT","ITF13","ITF1","C16-C18",0,0
"IT","ITF13","ITF1","C23",32221,22449
"IT","ITF14","ITF1","C16-C18",13675,12436
"IT","ITF14","ITF1","C23",111110,78676
"IT","ITF21","ITF2","C23",689345,584351
"IT","ITF22","ITF2","C23",56797,34823
"IT","ITF31","ITF3","C16-C18",0,0
"IT","ITF31","ITF3","C23",0,0
"IT","ITF32","ITF3","C23",0,0
"IT","ITF33","ITF3","C23",23539,17394
"IT","ITF33","ITF3","C24",52017,38294
"IT","ITF34","ITF3","C16-C18",22812,7970
"IT","ITF34","ITF3","C23",20929,18254
"IT","ITF35","ITF3","C16-C18",49040,21436
"IT","ITF35","ITF3","C23",93003,69796
"IT","ITF43","ITF4","C23",46717,49587
"IT","ITF43","ITF4","C24",4351958,6372829
"IT","ITF44","ITF4","C19-C20",401650,399315
"IT","ITF44","ITF4","C23",0,20744
"IT","ITF45","ITF4","C23",192654,397458
"IT","ITF46","ITF4","C23",100189,85179
"IT","ITF47","ITF4","C23",100682,67697
"IT","ITF47","ITF4","C24",0,0
"IT","ITF48","ITF4","C23",326745,278277
"IT","ITF51","ITF5","C16-C18",4995,3781
"IT","ITF51","ITF5","C23",18202,19230
"IT","ITF51","ITF5","C24",49240,37614
"IT","ITF52","ITF5","C23",419461,465087
"IT","ITF61","ITF6","C19-C20",662920,668706
"IT","ITF61","ITF6","C23",0,0
"IT","ITF63","ITF6","C23",164080,156887
"IT","ITF65","ITF6","C23",3522,4192
"IT","ITG11","ITG1","C23",23000,15184
"IT","ITG12","ITG1","C23",263673,245368
"IT","ITG13","ITG1","C19-C20",642921,344936
"IT","ITG13","ITG1","C24",16397,17935
"IT","ITG14","ITG1","C23",0,0
"IT","ITG15","ITG1","C19-C20",211194,93347
"IT","ITG18","ITG1","C19-C20",19685,13423
"IT","ITG18","ITG1","C23",281353,274441
"IT","ITG19","ITG1","C19-C20",4751761,3240689
"IT","ITG19","ITG1","C23",395619,384627
"IT","ITG2D","ITG2","C19-C20",29394,19466
"IT","ITG2D","ITG2","C23",0,0
"IT","ITG2E","ITG2","C19-C20",0,0
"IT","ITG2E","ITG2","C23",149276,114267
"IT","ITG2F","ITG2","C16-C18",4972,4066
"IT","ITG2F","ITG2","C19-C20",0,0
"IT","ITG2F","ITG2","C23",176,2379
"IT","ITG2H","ITG2","C23",162075,203522
"IT","ITG2H","ITG2","C24",183384,264212
"IT","ITH20","ITH2","C16-C18",217643,210790
"IT","ITH20","ITH2","C23",148466,37608
"IT","ITH20","ITH2","C24",30788,24366
"IT","ITH31","ITH3","C16-C18",114527,53033
"IT","ITH31","ITH3","C23",316755,257278
"IT","ITH31","ITH3","C24",200316,180133
"IT","ITH32","ITH3","C16-C18",88393,77692
"IT","ITH32","ITH3","C23",123468,120943
"IT","ITH32","ITH3","C24",137413,110765
"IT","ITH33","ITH3","C16-C18",63294,58917
"IT","ITH33","ITH3","C23",27920,23256
"IT","ITH34","ITH3","C16-C18",82121,59979
"IT","ITH34","ITH3","C23",707565,622715
"IT","ITH35","ITH3","C19-C20",354994,462843
"IT","ITH35","ITH3","C23",227647,154651
"IT","ITH35","ITH3","C24",15347,14830
"IT","ITH36","ITH3","C16-C18",78671,53764
"IT","ITH36","ITH3","C23",349657,334080
"IT","ITH36","ITH3","C24",107235,95964
"IT","ITH37","ITH3","C16-C18",94443,61358
"IT","ITH37","ITH3","C19-C20",22874,15452
"IT","ITH37","ITH3","C23",51168,42210
"IT","ITH37","ITH3","C24",21234,21027
"IT","ITH41","ITH4","C16-C18",17264,10262
"IT","ITH41","ITH4","C23",512758,436018
"IT","ITH41","ITH4","C24",25648,35638
"IT","ITH42","ITH4","C16-C18",167440,110005
"IT","ITH42","ITH4","C23",139989,89402
"IT","ITH42","ITH4","C24",607070,421017
"IT","ITH43","ITH4","C16-C18",0,0
"IT","ITH44","ITH4","C16-C18",25402,53181
"IT","ITH44","ITH4","C19-C20",0,0
"IT","ITH44","ITH4","C24",10419,9810
"IT","ITH51","ITH5","C23",863328,856795
"IT","ITH52","ITH5","C16-C18",0,0
"IT","ITH52","ITH5","C23",77528,69025
"IT","ITH53","ITH5","C16-C18",24309,14764
"IT","ITH53","ITH5","C23",440018,320729
"IT","ITH53","ITH5","C24",23866,17508
"IT","ITH54","ITH5","C23",961788,702377
"IT","ITH55","ITH5","C23",199365,151370
"IT","ITH56","ITH5","C16-C18",57545,34639
"IT","ITH56","ITH5","C19-C20",28762,64292
"IT","ITH56","ITH5","C23",58808,27095
"IT","ITH56","ITH5","C24",0,0
"IT","ITH57","ITH5","C19-C20",175938,271511
"IT","ITH57","ITH5","C23",44392,23993
"IT","ITH57","ITH5","C24",247153,113168
"IT","ITH59","ITH5","C23",22070,23477
"IT","ITI11","ITI1","C16-C18",17494,8133
"IT","ITI11","ITI1","C24",27615,43567
"IT","ITI12","ITI1","C16-C18",716666,502337
"IT","ITI12","ITI1","C23",60834,39662
"IT","ITI12","ITI1","C24",0,0
"IT","ITI13","ITI1","C16-C18",44153,21695
"IT","ITI14","ITI1","C23",88457,68377
"IT","ITI16","ITI1","C19-C20",284339,299758
"IT","ITI16","ITI1","C23",21767,24254
"IT","ITI16","ITI1","C24",37250,28848
"IT","ITI17","ITI1","C23",159131,114496
"IT","ITI18","ITI1","C16-C18",8864,4923
"IT","ITI18","ITI1","C23",402310,350787
"IT","ITI18","ITI1","C24",4721,4228
"IT","ITI19","ITI1","C23",9731,8963
"IT","ITI1A","ITI1","C23",0,0
"IT","ITI21","ITI2","C16-C18",10391,11185
"IT","ITI21","ITI2","C23",426930,398996
"IT","ITI22","ITI2","C23",220598,213928
"IT","ITI22","ITI2","C24",306687,254691
"IT","ITI31","ITI3","C23",0,0
"IT","ITI31","ITI3","C24",70287,45504
"IT","ITI32","ITI3","C16-C18",68904,50690
"IT","ITI32","ITI3","C19-C20",435468,383535
"IT","ITI33","ITI3","C16-C18",39988,32940
"IT","ITI33","ITI3","C23",0,0
"IT","ITI42","ITI4","C23",27909,26050
"IT","ITI43","ITI4","C16-C18",18527,14531
"IT","ITI43","ITI4","C23",774066,806027
"IT","ITI44","ITI4","C16-C18",9030,5202
"IT","ITI44","ITI4","C23",65452,37137
"IT","ITI44","ITI4","C24",28009,24064
"IT","ITI45","ITI4","C16-C18",148860,157071
"IT","ITI45","ITI4","C19-C20",30551,14922
"IT","ITI45","ITI4","C23",22890,19335
"IT","ITI45","ITI4","C24",0,0
"LT","LT011","LT01","C16-C18",7786,28953
"LT","LT011","LT01","C23",49235,39895
"LT","LT021","LT02","C23",0,0
"LT","LT022","LT02","C19-C20",1363398,1277776
"LT","LT022","LT02","C23",15366,10592
"LT","LT023","LT02","C16-C18",8865,23927
"LT","LT025","LT02","C23",18531,11198
"LT","LT026","LT02","C23",783849,855103
"LT","LT027","LT02","C23",0,0
