"id","Country_ID","activity_id","Sector_ID","nace_id","lat","lon","NUTS3_ID","NUTS_ID","verified","allocatedFree"
"ES_510","ES",27,"C24",23.32,41.489592,2.085602,"ES511","ES51",0,0
"ES_501","ES",29,"C23",23.32,41.482509,2.131431,"ES511","ES51",0,0
"ES_506","ES",32,"C23",23.32,41.669674,0.554149,"ES513","ES51",13913,10674
"ES_343","ES",32,"C23",23.32,39.7827367,-4.1768309,"ES425","ES42",0,0
"ES_496","ES",32,"C23",23.32,41.6604317,2.4355038,"ES511","ES51",0,0
"ES_474","ES",36,"C16-C18",17.22,41.5411612,1.6867807,"ES511","ES51",0,0
"ES_470","ES",36,"C16-C18",17.12,42.213241,2.5167492,"ES512","ES51",3141,41803
"ES_138","ES",32,"C23",23.32,36.7489747,-3.5180363,"ES614","ES61",0,0
"ES_467","ES",36,"C16-C18",17.12,41.3176051,1.175956,"ES514","ES51",0,0
"ES_458","ES",36,"C16-C18",17.12,41.262476,1.1709847,"ES514","ES51",815,6756
"ES_450","ES",36,"C16-C18",17.12,41.3170951,1.1756127,"ES514","ES51",0,0
"ES_442","ES",36,"C16-C18",17.21,41.451069,1.6971079,"ES511","ES51",0,0
"ES_457","ES",36,"C16-C18",17.12,41.449072,2.200892,"ES511","ES51",13289,11845
"ES_394","ES",29,"C23",23.51,41.68339,2.48984,"ES511","ES51",315,58
"ES_90","ES",32,"C23",23.32,38.1123046,-3.7614443,"ES616","ES61",0,0
"ES_387","ES",30,"C23",23.52,41.364639,1.685972,"ES511","ES51",105806,72623
"ES_301","ES",31,"C23",23.13,40.9055786,-4.0048951,"ES416","ES41",32491,28043
"ES_294","ES",32,"C23",23.32,41.3604149,-5.7104977,"ES419","ES41",0,0
"ES_245","ES",32,"C23",23.32,43.323041,-4.1939408,"ES130","ES13",0,0
"ES_84","ES",32,"C23",23.32,38.090178,-3.7830182,"ES616","ES61",0,0
"ES_230","ES",21,"C19-C20",35.11,28.4563705,-16.2596444,"ES709","ES70",0,0
"ES_216","ES",32,"C23",23.32,43.3890055,-6.3309155,"ES120","ES12",0,0
"ES_80","ES",32,"C23",23.32,36.7121567,-4.629873,"ES617","ES61",0,0
"ES_179","ES",36,"C16-C18",17.11,41.6918252,-0.8245456,"ES243","ES24",0,0
"ES_139","ES",32,"C23",23.32,38.096547,-3.783498,"ES616","ES61",0,0
"ES_82","ES",32,"C23",23.32,38.090178,-3.7830182,"ES616","ES61",0,0
"ES_68","ES",24,"C24",24.1,37.3648474,-5.8793557,"ES618","ES61",78177,59427
"ES_67","ES",24,"C24",24.1,36.179738,-5.4371793,"ES612","ES61",176117,175869
"ES_16","ES",28,"C24",24.44,37.2282402,-6.9520286,"ES615","ES61",61801,53867
"ES_951","ES",34,"C23",23.62,42.1355762,1.5924955,"ES513","ES51",22945,7134
"ES_1039","ES",25,"C24",24.1,43.245637,-2.8930297,"ES213","ES21",13807,21916
"ES_974","ES",32,"C23",23.31,40.0446292,-0.1526022,"ES522","ES52",3648,20661
"ES_882","ES",28,"C24",24.43,43.5877915,-5.9356583,"ES120","ES12",9294,70106
"ES_817","ES",31,"C23",23.13,43.3214051,-3.0052973,"ES213","ES21",26410,17650
"ES_812","ES",24,"C24",24.1,43.0647017,-2.9966019,"ES211","ES21",46973,44228
"ES_819","ES",36,"C16-C18",35.11,41.5523993,1.6805029,"ES511","ES51",91344,0
"ES_799","ES",24,"C24",24.1,43.2514521,-2.0223881,"ES212","ES21",99402,84913
"ES_789","ES",35,"C16-C18",17.12,43.3132686,-1.8972182,"ES212","ES21",61028,69753
"ES_786","ES",35,"C16-C18",17.12,43.2577701,-1.9646339,"ES212","ES21",135521,57861
"ES_741","ES",29,"C23",23.51,42.8817479,-2.1873969,"ES220","ES22",268805,264697
"ES_750","ES",36,"C16-C18",17.12,42.8302006,-1.6067709,"ES220","ES22",25548,22994
"ES_690","ES",32,"C23",23.32,42.2912485,-1.9465764,"ES230","ES23",0,0
"ES_713","ES",32,"C23",23.32,40.421962,-3.377079,"ES300","ES30",0,0
"ES_637","ES",42,"C19-C20",20.52,43.4626095,-8.2403785,"ES111","ES11",66671,19798
"ES_694","ES",32,"C23",23.32,42.228398,-1.8520386,"ES230","ES23",0,0
"ES_626","ES",31,"C23",23.13,38.5632051,-6.3558468,"ES431","ES43",108602,87194
"ES_629","ES",29,"C23",23.51,42.7164855,-7.4482542,"ES112","ES11",15211,99107
"ES_625","ES",32,"C23",23.32,39.0343708,-5.71024,"ES431","ES43",0,0
"ES_620","ES",31,"C23",23.19,38.8863966,-0.5819443,"ES523","ES52",0,0
"ES_685","ES",32,"C23",23.32,39.4696851,3.148297,"ES532","ES53",0,0
"ES_602","ES",32,"C23",23.32,39.185837,-0.4828645,"ES523","ES52",0,0
"ES_592","ES",32,"C23",23.32,38.4368284,-0.6389144,"ES521","ES52",34843,26748
"ES_544","ES",29,"C23",23.51,39.434612,-0.7768106,"ES523","ES52",326988,404237
"ES_538","ES",32,"C23",23.31,40.1323433,-0.0107509,"ES522","ES52",54165,36109
"ES_607","ES",32,"C23",23.32,39.9616648,-0.0727471,"ES522","ES52",0,0
"ES_535","ES",32,"C23",23.31,39.9662895,-0.2286486,"ES522","ES52",47225,36015
"ES_537","ES",32,"C23",23.31,39.8539503,-0.1553504,"ES522","ES52",86492,62444
"ES_367","ES",32,"C23",23.32,40.0426269,-3.9024482,"ES425","ES42",0,0
"ES_606","ES",32,"C23",23.32,38.3949535,-0.5206169,"ES521","ES52",0,0
"ES_366","ES",32,"C23",23.32,40.0139565,-3.800219,"ES425","ES42",0,0
"ES_599","ES",32,"C23",23.32,39.1475014,-0.5248347,"ES523","ES52",0,0
"ES_529","ES",32,"C23",23.31,40.0746462,-0.2139151,"ES522","ES52",7808,13226
"ES_508","ES",32,"C23",23.32,41.9747181,3.0720206,"ES512","ES51",0,0
"ES_497","ES",32,"C23",23.32,41.3323554,1.7673991,"ES511","ES51",0,0
"ES_586","ES",36,"C16-C18",17.12,39.4744988,-0.4126969,"ES523","ES52",0,0
"ES_493","ES",32,"C23",23.32,41.5276909,1.7558962,"ES511","ES51",0,0
"ES_595","ES",32,"C23",23.32,38.4372517,-0.6381854,"ES521","ES52",0,0
"ES_484","ES",32,"C23",23.32,41.9158226,0.2164994,"ES241","ES24",0,0
"ES_483","ES",32,"C23",23.32,41.5582521,1.0173083,"ES513","ES51",0,0
"ES_560","ES",31,"C23",20.3,41.3873974,2.168568,"ES511","ES51",10023,27965
"ES_542","ES",30,"C23",23.52,39.780565,-0.1822792,"ES522","ES52",44877,40647
"ES_427","ES",42,"C19-C20",20.14,41.1990974,1.2196065,"ES514","ES51",834101,454989
"ES_499","ES",32,"C23",23.32,41.9075684,2.2868872,"ES511","ES51",0,0
"ES_471","ES",36,"C16-C18",17.12,42.0114372,2.8190413,"ES512","ES51",9700,22347
"ES_475","ES",21,"C19-C20",19.2,41.10441,1.198148,"ES514","ES51",76148,42599
"ES_487","ES",32,"C23",23.32,41.6325363,0.8764979,"ES513","ES51",0,0
"ES_395","ES",29,"C23",23.51,41.3149337,1.6601791,"ES511","ES51",753601,829208
"ES_479","ES",32,"C23",23.32,41.4580149,2.0197664,"ES511","ES51",0,0
"ES_386","ES",30,"C23",23.52,42.2160996,2.6415719,"ES512","ES51",62293,55534
"ES_370","ES",32,"C23",23.32,40.1183011,-3.8559073,"ES425","ES42",0,0
"ES_361","ES",32,"C23",23.32,40.0317824,-3.8448319,"ES425","ES42",0,0
"ES_346","ES",32,"C23",23.32,39.6863733,-3.766326,"ES425","ES42",0,0
"ES_250","ES",29,"C23",23.51,42.7967429,-5.6224993,"ES413","ES41",619867,632131
"ES_329","ES",21,"C19-C20",19.2,38.6835172,-4.087474,"ES422","ES42",1450546,953711
"ES_242","ES",24,"C24",24.1,43.4428796,-3.8388889,"ES130","ES13",78783,80663
"ES_293","ES",32,"C23",23.32,41.6303025,-4.6915484,"ES418","ES41",0,0
"ES_291","ES",32,"C23",23.32,42.0373522,-4.5207909,"ES414","ES41",0,0
"ES_289","ES",32,"C23",23.32,41.6003289,-4.1187687,"ES418","ES41",0,0
"ES_287","ES",32,"C23",23.32,41.9851276,-5.6058558,"ES419","ES41",0,0
"ES_290","ES",32,"C23",23.32,42.2125736,-4.43387,"ES414","ES41",0,0
"ES_275","ES",36,"C16-C18",17.22,41.0247222,-5.7609245,"ES415","ES41",12162,13775
"ES_215","ES",32,"C23",23.2,43.3028548,-5.7000148,"ES120","ES12",2278,2222
"ES_212","ES",24,"C24",24.1,43.558525,-5.8922134,"ES120","ES12",4122342,7047427
"ES_247","ES",31,"C23",23.11,43.3530973,-3.9496483,"ES130","ES13",0,0
"ES_219","ES",32,"C23",23.2,43.3832383,-5.7107828,"ES120","ES12",0,0
"ES_213","ES",22,"C19-C20",19.1,43.2615592,-5.6742538,"ES120","ES12",10557,23718
"ES_153","ES",31,"C23",23.13,37.3574374,-5.8675817,"ES618","ES61",47494,26090
"ES_154","ES",31,"C23",23.13,37.2865803,-5.9242391,"ES618","ES61",61511,35809
"ES_143","ES",32,"C23",23.32,38.0914641,-3.7885062,"ES616","ES61",0,0
"ES_145","ES",32,"C23",23.32,38.0881777,-3.7692644,"ES616","ES61",0,0
"ES_134","ES",32,"C23",23.32,37.383784,-6.8422248,"ES615","ES61",0,0
"ES_195","ES",30,"C23",23.52,43.4305024,-5.894184,"ES120","ES12",11613,41818
"ES_113","ES",32,"C23",23.32,38.0047885,-3.9151847,"ES616","ES61",0,0
"ES_95","ES",32,"C23",23.32,38.087786,-3.7784787,"ES616","ES61",0,0
"ES_86","ES",32,"C23",23.32,38.0992926,-3.7623783,"ES616","ES61",0,0
"ES_141","ES",32,"C23",23.32,36.6670407,-6.1312443,"ES612","ES61",0,0
"ES_74","ES",32,"C23",23.32,38.1123046,-3.7614443,"ES616","ES61",0,0
"ES_125","ES",32,"C23",23.32,37.3596577,-4.8221964,"ES618","ES61",0,0
"ES_13","ES",29,"C23",23.51,37.3640191,-6.6815182,"ES615","ES61",273434,318646
"ES_9","ES",29,"C23",23.51,36.666609,-6.115514,"ES612","ES61",270,29894
"ES_124","ES",32,"C23",23.32,38.1123046,-3.7614443,"ES616","ES61",0,0
"ES_102","ES",32,"C23",23.32,37.2393246,-3.5647044,"ES614","ES61",0,0
"ES_101","ES",32,"C23",23.32,38.0881777,-3.7692644,"ES616","ES61",0,0
"ES_982","ES",32,"C23",23.31,37.9752754,-1.2368537,"ES620","ES62",23857,15535
"ES_970","ES",32,"C23",23.31,40.0403351,-0.1806126,"ES522","ES52",25367,16771
"ES_87","ES",32,"C23",23.32,36.9474773,-3.5528045,"ES614","ES61",0,0
"ES_868","ES",42,"C19-C20",20.14,36.1888142,-5.3915763,"ES612","ES61",236922,229457
"ES_831","ES",32,"C23",23.31,39.9613914,-0.2185127,"ES522","ES52",79928,58040
"ES_78","ES",32,"C23",23.32,36.9898027,-2.5873053,"ES611","ES61",0,0
"ES_826","ES",36,"C16-C18",17.12,41.5373628,-0.6838282,"ES243","ES24",182431,110121
"ES_810","ES",24,"C24",24.1,43.2913189,-3.0166329,"ES213","ES21",19798,15596
"ES_762","ES",29,"C23",23.51,43.2853846,-2.000398,"ES212","ES21",242292,240178
"ES_665","ES",32,"C23",23.32,42.2973167,-7.642266,"ES113","ES11",0,0
"ES_623","ES",32,"C23",23.32,40.0510607,-6.2156962,"ES432","ES43",0,0
"ES_60","ES",36,"C16-C18",17.12,37.9760968,-3.7979065,"ES616","ES61",117607,46258
"ES_612","ES",32,"C23",23.32,39.5992885,-0.5600058,"ES523","ES52",0,0
"ES_603","ES",32,"C23",23.32,39.4638903,-0.3921336,"ES523","ES52",0,0
"ES_594","ES",32,"C23",23.32,38.9906707,-0.5053644,"ES523","ES52",0,0
"ES_566","ES",31,"C23",23.14,40.1484377,0.0332822,"ES522","ES52",0,0
"ES_559","ES",31,"C23",20.3,40.0581543,-0.1831813,"ES522","ES52",6849,7363
"ES_12","ES",29,"C23",23.51,37.9018009,-4.7622871,"ES613","ES61",4196,176470
"ES_11","ES",29,"C23",23.51,36.9529106,-2.4919499,"ES611","ES61",0,0
"ES_1","ES",32,"C23",23.31,38.1897769,-5.0195462,"ES613","ES61",0,0
"ES_1061","ES",24,"C24",24.1,41.5692735,-0.8551979,"ES243","ES24",49503,42030
"ES_971","ES",32,"C23",23.31,39.9710761,-0.2423142,"ES522","ES52",25425,16819
"ES_912","ES",34,"C23",23.52,40.0145188,-3.8053173,"ES425","ES42",0,0
"ES_861","ES",34,"C23",23.62,37.0692268,-3.8203738,"ES614","ES61",26344,6906
"ES_852","ES",42,"C19-C20",20.14,37.19983,-6.9348,"ES615","ES61",119076,255253
"ES_811","ES",24,"C24",24.1,43.2607963,-2.9300568,"ES213","ES21",112193,86888
"ES_808","ES",24,"C24",24.1,43.3133007,-3.0343704,"ES213","ES21",41394,53135
"ES_801","ES",24,"C24",24.1,43.085954,-2.3147677,"ES212","ES21",0,0
"ES_795","ES",36,"C16-C18",17.22,43.2129797,-3.1340551,"ES213","ES21",0,0
"ES_791","ES",36,"C16-C18",17.12,43.1540413,-2.0162044,"ES212","ES21",0,0
"ES_798","ES",25,"C24",24.1,43.1043395,-2.4241524,"ES212","ES21",18741,15240
"ES_751","ES",36,"C16-C18",17.12,42.0627004,-1.6022514,"ES220","ES22",6228,9156
"ES_739","ES",30,"C23",23.52,42.6942305,-1.6386841,"ES220","ES22",90943,86510
"ES_753","ES",35,"C16-C18",17.12,42.5797254,-1.2863571,"ES220","ES22",12725,47840
"SI_201483","SI",27,"C24",24.42,46.3957894,15.7977529,"SI032","SI03",0,0
"SI_201439","SI",26,"C24",24.42,46.3957894,15.7977529,"SI032","SI03",39812,73183
"SI_201484","SI",27,"C24",24.42,46.3957894,15.7977529,"SI032","SI03",0,0
"SI_75","SI",33,"C23",23.99,46.1744858,14.336552,"SI042","SI04",84206,52516
"SI_62","SI",43,"C19-C20",20.11,46.5492122,16.4505,"SI031","SI03",0,0
"SI_13","SI",32,"C23",23.32,45.888034,13.6617651,"SI043","SI04",0,0
"SI_32","SI",36,"C16-C18",17.12,46.3690577,14.3188516,"SI042","SI04",0,0
"SI_31","SI",36,"C16-C18",17.12,46.0642665,15.1443086,"SI036","SI03",11625,8076
"SI_30","SI",36,"C16-C18",17.12,46.1442615,14.3972797,"SI041","SI04",20261,20831
"SI_29","SI",36,"C16-C18",17.12,46.6977639,15.7351329,"SI032","SI03",20271,17572
"SI_27","SI",36,"C16-C18",17.12,46.1609463,14.607061,"SI041","SI04",39955,61657
"SI_26","SI",36,"C16-C18",17.12,45.9561765,15.4921437,"SI036","SI03",57681,24844
"SI_25","SI",31,"C23",23.13,46.1274904,15.093624,"SI035","SI03",0,0
"SI_28","SI",36,"C16-C18",17.12,46.0462972,14.592592,"SI041","SI04",38357,32579
"SI_22","SI",32,"C23",23.32,46.5558541,16.1344451,"SI031","SI03",0,0
"SI_20","SI",31,"C23",23.14,45.8124854,15.1439975,"SI037","SI03",0,0
"SK_221869","SK",36,"C16-C18",NA,48.8633371,21.7287537,"SK041","SK04",0,0
"SK_212700","SK",42,"C19-C20",NA,48.8710658,21.8222128,"SK042","SK04",4800,5413
"SK_206184","SK",28,"C24",24.1,49.2620476,19.3568241,"SK031","SK03",8163,160176
"SK_193","SK",36,"C16-C18",17.12,49.2172474,18.7696716,"SK031","SK03",10581,20783
"SK_190","SK",32,"C23",23.2,48.3396394,19.6782061,"SK032","SK03",2349,2515
"SK_187","SK",42,"C19-C20",20.14,48.1281993,17.1766007,"SK010","SK01",389856,269803
"SK_181","SK",33,"C23",23.99,48.4103074,18.6418825,"SK032","SK03",54247,50250
"SK_179","SK",25,"C24",24.1,48.9668491,18.184495,"SK022","SK02",0,0
"SK_177","SK",32,"C23",23.2,48.4693866,18.9457611,"SK032","SK03",0,0
"SK_176","SK",32,"C23",23.32,48.2840478,17.277362,"SK010","SK01",4495,5160
"SK_155","SK",32,"C23",23.32,48.8721571,21.6679843,"SK041","SK04",0,0
"SK_120","SK",21,"C19-C20",19.2,48.1281993,17.1766007,"SK010","SK01",1018878,975710
"SK_117","SK",31,"C23",23.13,48.4636454,19.6352473,"SK032","SK03",4021,3843
"SK_116","SK",31,"C23",23.13,48.4266894,19.7872751,"SK032","SK03",0,0
"SK_115","SK",30,"C23",23.2,48.64436,20.21705,"SK032","SK03",198470,292653
"SK_100","SK",31,"C23",23.13,49.0686559,18.28705,"SK022","SK02",25488,23482
"SK_103","SK",36,"C16-C18",17.22,48.7951847,19.0795259,"SK032","SK03",13208,10069
"SK_92","SK",29,"C23",23.51,49.0325708,18.2989489,"SK022","SK02",397716,460887
"SK_79","SK",36,"C16-C18",17.12,49.0781557,19.3182453,"SK031","SK03",59159,212144
"SK_64","SK",32,"C23",23.32,48.3238171,19.6982885,"SK032","SK03",0,0
"SK_63","SK",32,"C23",23.32,48.4231291,19.7347017,"SK032","SK03",2240,5195
"SK_65","SK",31,"C23",23.14,48.3532173,17.5726538,"SK021","SK02",36767,53004
"SK_57","SK",29,"C23",23.51,48.4619372,17.1670972,"SK010","SK01",863884,785717
"SK_44","SK",41,"C19-C20",20.15,48.1513494,17.8757694,"SK023","SK02",794426,982724
"SK_43","SK",30,"C23",23.52,49.1978028,18.8708839,"SK031","SK03",89516,87586
"SK_21","SK",29,"C23",23.51,48.997512,18.0988511,"SK022","SK02",278483,258531
"SK_20","SK",30,"C23",23.52,48.5866277,20.4674127,"SK042","SK04",114505,106108
"SK_19","SK",30,"C23",23.52,48.6228046,21.1924367,"SK042","SK04",299923,214280
"SK_18","SK",30,"C23",23.52,48.7083164,19.9119149,"SK032","SK03",88026,63499
"SK_17","SK",30,"C23",23.52,48.3814764,18.172048,"SK023","SK02",34630,33036
"SK_16","SK",30,"C23",23.52,48.8927968,21.0140176,"SK042","SK04",0,0
"SK_14","SK",36,"C16-C18",17.11,48.8631763,21.7285607,"SK041","SK04",11673,13464
"SK_12","SK",36,"C16-C18",16.21,48.5674218,19.1568586,"SK032","SK03",10285,26967
"RO_224080","RO",34,"C23",NA,46.7950256,23.6140346,"RO113","RO11",0,0
"RO_212300","RO",36,"C16-C18",NA,44.6331868,22.6734403,"RO413","RO41",15557,16155
"RO_210324","RO",42,"C19-C20",NA,45.9640802,23.5572721,"RO121","RO12",3850,4875
"RO_206882","RO",43,"C19-C20",20.11,44.8735435,26.0063965,"RO316","RO31",39495,30017
"RO_204906","RO",44,"C19-C20",20.13,45.0408269,24.2993334,"RO415","RO41",172,232
"RO_304","RO",25,"C24",24.1,45.1383089,26.8226582,"RO222","RO22",9990,6601
"RO_279","RO",32,"C23",23.32,47.0360818,21.9385887,"RO111","RO11",0,0
"RO_256","RO",31,"C23",23.99,44.9416597,26.0634636,"RO316","RO31",29480,18441
"RO_254","RO",32,"C23",23.32,44.936664,26.0128616,"RO316","RO31",5226,16277
"RO_251","RO",25,"C24",24.1,44.211422,27.3056445,"RO312","RO31",16553,12796
"RO_253","RO",30,"C23",23.52,44.4096897,28.6592871,"RO223","RO22",81793,77228
"RO_237","RO",42,"C19-C20",20.14,45.7146639,24.7005614,"RO122","RO12",0,518
"RO_236","RO",32,"C23",23.32,45.8022996,24.1926356,"RO126","RO12",11427,13732
"RO_235","RO",32,"C23",23.32,44.9548874,25.4184489,"RO313","RO31",8605,11878
"RO_226","RO",23,"C24",NA,43.7538006,24.896396,"RO317","RO31",0,0
"RO_224","RO",24,"C24",28.92,44.9258412,26.0297702,"RO316","RO31",0,0
"RO_223","RO",25,"C24",28.22,47.7781024,22.8830276,"RO115","RO11",0,0
"RO_221","RO",24,"C24",24.52,45.3076849,21.8831323,"RO422","RO42",0,0
"RO_218","RO",24,"C24",24.51,45.1282114,25.7519269,"RO316","RO31",0,0
"RO_217","RO",32,"C23",23.2,45.1843069,28.77384,"RO225","RO22",0,0
"RO_216","RO",23,"C24",NA,45.6635803,25.6203598,"RO122","RO12",0,0
"RO_215","RO",29,"C23",23.52,45.2921396,21.903116,"RO422","RO42",0,0
"RO_213","RO",25,"C24",24.2,44.411834,24.402108,"RO414","RO41",54928,48736
"RO_214","RO",24,"C24",24.1,45.2921396,21.903116,"RO422","RO42",18763,19701
"RO_199","RO",32,"C23",23.41,47.13962,24.4813094,"RO112","RO11",0,0
"RO_196","RO",31,"C23",NA,46.2314042,24.822808,"RO125","RO12",0,0
"RO_193","RO",32,"C23",23.32,44.9786307,25.4238322,"RO313","RO31",8168,17752
"RO_194","RO",32,"C23",23.32,44.7207436,26.6560829,"RO315","RO31",0,0
"RO_175","RO",32,"C23",23.2,45.0304093,25.7753749,"RO316","RO31",0,0
"RO_197","RO",31,"C23",23.13,44.4090364,26.1896477,"RO321","RO32",72838,44668
"RO_174","RO",32,"C23",23.2,45.2950688,21.9010662,"RO422","RO42",0,0
"RO_168","RO",30,"C23",23.52,45.6498989,25.5596004,"RO122","RO12",9430,16044
"RO_167","RO",32,"C23",23.32,44.0725216,28.2348176,"RO223","RO22",0,0
"RO_173","RO",21,"C19-C20",19.2,46.2410522,26.8436135,"RO211","RO21",0,0
"RO_164","RO",21,"C19-C20",19.2,46.2410522,26.8436135,"RO211","RO21",0,0
"RO_165","RO",21,"C19-C20",19.2,44.9431693,26.0736035,"RO316","RO31",758487,367699
"RO_163","RO",36,"C16-C18",17.12,46.9369499,26.3461757,"RO214","RO21",0,0
"RO_161","RO",25,"C24",24.1,44.9062713,25.4482484,"RO313","RO31",27978,19046
"RO_159","RO",31,"C23",23.11,46.3136077,24.297722,"RO125","RO12",0,0
"RO_282","RO",42,"C19-C20",20.14,44.8199447,24.9175074,"RO311","RO31",0,0
"RO_162","RO",36,"C16-C18",17.12,45.9140869,23.5627849,"RO121","RO12",17873,11924
"RO_158","RO",42,"C19-C20",20.14,45.0414084,24.2983511,"RO415","RO41",16734,117826
"RO_144","RO",25,"C24",24.1,45.6738855,27.1748364,"RO226","RO22",0,0
"RO_141","RO",32,"C23",23.32,45.2743282,26.6767781,"RO222","RO22",3984,9405
"RO_138","RO",32,"C23",NA,47.1350895,23.8989762,"RO113","RO11",0,0
"RO_134","RO",29,"C23",23.51,47.0411877,22.3541687,"RO111","RO11",892484,940952
"RO_130","RO",31,"C23",23.11,44.6418234,27.6316315,"RO315","RO31",0,0
"RO_129","RO",31,"C23",NA,46.1185316,24.2610507,"RO126","RO12",0,0
"RO_128","RO",31,"C23",23.11,46.3170685,24.2965853,"RO125","RO12",0,0
"RO_125","RO",32,"C23",23.32,46.6238223,27.6916838,"RO216","RO21",0,0
"RO_127","RO",31,"C23",23.14,44.4226873,25.9891137,"RO321","RO32",0,0
"RO_121","RO",32,"C23",23.32,47.1519576,21.9151834,"RO111","RO11",5950,10672
"RO_99","RO",32,"C23",NA,45.6493683,21.8514275,"RO424","RO42",0,0
"RO_100","RO",36,"C16-C18",17.12,45.5624631,25.3251623,"RO122","RO12",38563,38854
"RO_98","RO",24,"C24",24.1,45.5177176,22.3515075,"RO422","RO42",0,0
"RO_97","RO",24,"C24",24.1,44.3577234,26.1512338,"RO321","RO32",0,0
"RO_95","RO",24,"C24",24.1,44.211422,27.3056445,"RO312","RO31",48194,47290
"RO_85","RO",36,"C16-C18",17.12,44.1914978,27.3613888,"RO312","RO31",10203,9582
"RO_64","RO",35,"C16-C18",17.12,45.0032839,27.7074349,"RO221","RO22",0,0
"RO_65","RO",36,"C16-C18",17.12,44.6331868,22.6734403,"RO413","RO41",0,0
"RO_62","RO",32,"C23",23.32,46.5385862,24.5514392,"RO125","RO12",0,0
"RO_60","RO",29,"C23",23.51,46.9072655756362,26.0139533871379,"RO214","RO21",545740,599230
"RO_58","RO",29,"C23",23.51,45.117761,25.4152017,"RO313","RO31",648714,593214
"RO_57","RO",30,"C23",23.52,45.9546968,22.8689848,"RO423","RO42",73096,72767
"RO_56","RO",30,"C23",23.52,45.126125,25.4194412,"RO313","RO31",97381,118080
"RO_59","RO",29,"C23",23.51,45.9546968,22.8689848,"RO423","RO42",613585,444304
"RO_55","RO",30,"C23",23.52,45.2934847,25.0940484,"RO311","RO31",111919,129357
"RO_45","RO",24,"C24",24.1,45.7693244,22.9084577,"RO423","RO42",43047,27985
"RO_44","RO",24,"C24",24.1,45.4584946,27.9709465,"RO224","RO22",1424681,3098848
"RO_40","RO",41,"C19-C20",20.15,46.5337652,26.9201876,"RO211","RO21",0,0
"RO_38","RO",36,"C16-C18",17.12,47.6639751,26.2691213,"RO215","RO21",44818,42819
"RO_43","RO",25,"C24",24.2,46.9489404,26.896021,"RO214","RO21",26452,17507
"RO_36","RO",26,"C24",24.42,44.4470301,24.3888655,"RO414","RO41",160076,256863
"RO_35","RO",28,"C24",24.42,44.4199905,24.3876895,"RO414","RO41",14392,13853
"RO_6","RO",29,"C23",23.51,45.984608,25.3080583,"RO122","RO12",800896,735336
"PT_210683","PT",36,"C16-C18",NA,40.6843634,-8.5919076,"PT16D","PT16",12291,13765
"PT_212703","PT",33,"C23",NA,40.5073746,-8.6091553,"PT16D","PT16",5023,2340
"PT_219140","PT",33,"C23",NA,37.9832197,-8.8329627,"PT181","PT18",0,0
"PT_210678","PT",32,"C23",NA,40.6345523,-8.7040924,"PT16D","PT16",12984,10004
"PT_210637","PT",43,"C19-C20",NA,41.2114839,-8.4615399,"PT11A","PT11",0,0
"PT_210095","PT",36,"C16-C18",NA,39.6549926,-7.6756604,"PT16H","PT16",12155,8171
"PT_210093","PT",30,"C23",NA,39.5667491,-8.6454678,"PT16I","PT16",78390,52892
"PT_206198","PT",32,"C23",23.32,40.5239244,-8.443544,"PT16D","PT16",0,0
"PT_206190","PT",32,"C23",23.31,40.5012099,-8.6105703,"PT16D","PT16",4601,4518
"PT_205900","PT",32,"C23",23.99,39.9218622,-8.3709468,"PT16F","PT16",27608,27898
"PT_205819","PT",42,"C19-C20",20.14,37.9571555,-8.8608907,"PT181","PT18",8194,131564
"PT_206093","PT",42,"C19-C20",20.16,40.7798169,-8.5738765,"PT16D","PT16",26052,12654
"PT_205802","PT",32,"C23",NA,39.5906612,-8.8887854,"PT16F","PT16",0,0
"PT_205803","PT",32,"C23",23.31,40.5170209,-8.498208,"PT16D","PT16",12018,14496
"PT_205653","PT",44,"C19-C20",20.13,38.8590253,-9.0640383,"PT170","PT17",0,0
"PT_205680","PT",42,"C19-C20",20.16,37.9571555,-8.8608907,"PT181","PT18",3440,8141
"PT_205533","PT",32,"C23",23.31,40.5141741,-8.5289096,"PT16D","PT16",6030,6798
"PT_205390","PT",32,"C23",23.42,39.7495331,-8.807683,"PT16F","PT16",15737,14538
"PT_205284","PT",32,"C23",23.31,40.1760939,-8.5101691,"PT16E","PT16",0,0
"PT_205242","PT",32,"C23",23.32,40.5169666,-8.5174171,"PT16D","PT16",3240,7328
"PT_205231","PT",32,"C23",23.32,39.1924242,-9.179255,"PT16B","PT16",915,274
"PT_205196","PT",32,"C23",23.31,40.9962879,-8.5369606,"PT11A","PT11",11284,8971
"PT_205195","PT",32,"C23",23.31,40.3592313,-8.4322621,"PT16E","PT16",9683,11420
"PT_205189","PT",34,"C23",23.62,40.1298086,-8.8553847,"PT16E","PT16",0,4913
"PT_205551","PT",32,"C23",23.31,40.4269995,-8.4333161,"PT16D","PT16",4775,8481
"PT_205188","PT",32,"C23",23.99,40.5073746,-8.6091553,"PT16D","PT16",20546,11312
"PT_205186","PT",32,"C23",23.31,40.6025607,-8.6533002,"PT16D","PT16",29536,24130
"PT_205078","PT",32,"C23",23.31,39.399872,-8.224454,"PT16I","PT16",0,0
"PT_205077","PT",32,"C23",23.31,40.6336111,-8.7035998,"PT16D","PT16",8478,9826
"PT_205178","PT",32,"C23",23.31,40.6025607,-8.6533002,"PT16D","PT16",11110,13597
